GeneID	ACF001	ACF002	ACF004	ACF005	ACF006	ACF007	ALI001	ALI002	ALI003	ALI004	ALI006	ALI007
PPP1R3G	0	0	0	4.671172981	9.898550451	0	0	0	0	0	0	0
BPIFB6	19.04214573	0	6.537400974	0	0	0	0	0	0	0	0	0
ID4	0	0	0	0	0	0	5.172521713	2.268183008	0	0	0	0
LOC100421642	0	0	0	0	0	0	38.34732891	0	0	0	38.8163936	0
TRIM6	0	0	0	8.634416641	1.347949398	0	0	0	0	0	0	0
DNALI1	0	3.231955338	0	6.255524577	2.879848855	7.690967949	0	0	0	0	0	0
ANKRD30B	0	0	0	0	0	0	10.11108112	0.035733941	0	0	0	1.235933146
TPCN2	6.024403442	0.368309641	2.563130989	12.83738129	0.981237073	4.864315343	0	0	0	0	0	0
IMPDH1P7	0	0	0	0	0	0	0	6.303976194	0	0	0	5.672987384
LOC102724147	0	0	0	0	0	0	0	5.130628562	0	16.09608886	0	0
NPBWR1	0	14.53517021	0	19.2896542	0	0	0	0	0	0	0	0
DPYS	0	0	0	0	4.634533979	29.45752666	0	0	0	0	0	0
DUSP9	9.862355575	0	0	0	0	6.259742143	0	0	0	0	0	0
BFSP2	0	0	0	0	0	0	0	1.535736163	22.15317471	0	0	0
LOC102724259	0	0	18.11431407	37.92607309	0	0	0	0	0	0	0	0
LOC102724248	0	2.012393292	0	0	7.279411841	0	0	0	0	0	0	0
ORC1	0	4.161962869	7.41282622	7.342932423	0	5.510537104	0	0	0	0	0.137342738	0
DRGX	0	0	0	0	0	0	22.17704332	0	0	0	0	6.626889195
ITPK1-AS1	0	0	1.007474658	11.32490405	0	0	0	0	0	0	0	0
PWRN2	2.855490349	0	0	3.300206048	0	0	0	0	0	0	0	0
LPO	0	5.696085607	0	0	0	4.445348494	0	0	0	0	0	0
LOC102724170	13.43496349	0	0	0	0	27.44459175	0	0	0	0	0	0
RP11-460N16.1	0	0	0	0	0	0	37.24764783	1.9008153	0	0	3.328172974	0
GLIS3	1.573464703	0	3.120279393	1.474811034	1.23896813	0	0	0.007195056	0	0	0	0
MOGAT2	0	14.04459946	0	33.67852063	0	0	0	0	0	0	0	0
KRTAP10-7	0	0	0	0	0	0	0	0	0	0	12.13594551	11.83607192
LOC102724017	0	0	0	0	0	0	0	0	102.9400238	34.88934612	0	0
DTD2	0	0	0	0	0	0	0	2.484186424	0.078498754	1.267673545	6.737196633	14.56642346
TOLLIP-AS1	26.67995949	25.37582836	0	98.72016359	0	0	0	0	0	0	0	0
GUCA1A	0	0	0	0	0	0	0	0	17.90637389	0	0	5.350645957
NF2	0	0.050668535	0	0	0	0	0	3.543526792	0.587573939	1.02329229	3.323800272	2.382929005
NAV2-AS4	0	0	0	0	6.979666885	22.64180675	0	0	0	0	0	0
MBL1P	0	0	0	0	0	0	0	0	6.946202606	0	0	16.25962382
IFNL4P1	0	20.79914896	0	0	0	63.76898794	0	0	0	0	0	0
EEF1E1	0	2.820116175	15.23876329	25.1376755	3.874019712	28.33330297	0	0	0	0	0	0
PCDHGB9P	0	0	0	11.0178754	6.956604589	0	0	0	0	0	0	0
GYG1P1	10.11772034	0	0	0	0	8.486286649	0	0	0	0	0	0
CLCNKA	0	0	0	0	3.342411329	6.369548571	0	0	0	0	0	0
PSMA8	0	0	3.003783763	0	0	13.36689388	0	0	0	0	0	0
RP5-1109J22.2	0	0	0	0	0	0	35.6883088	0	0	0	10.80380836	0
LOC100996434	0	22.97097293	36.00841275	0	0	0	0	0	0	0	0	0
FLJ22763	0	4.139080726	11.43711432	0	0	0	0	0	0	0	0	0
TERT	8.709352769	0	4.573473583	6.581110245	1.8794579	5.432706596	0	0.0273978	0	0	0	0
LOC100418884	0	0	0	0	0	0	38.9772899	2.117006931	0	0	0	0
CACNB4	0	0.649894033	0.416414657	7.706727353	0.649283966	2.807767482	0	0	0	0.013834138	0	0
AC007163.3	0	0	0	9.80322182	4.172396539	0	0	0	0	0	0	0
DUSP21	0	0	0	0	0	0	0	0	24.46600616	2.940878624	0	0
LOC100418910	23.63673045	0	15.65946917	0	0	0	0	0	0	0	0	0
SPRR4	0	0	0	0	0	0	16.04059757	0	0	0	0	33.45095664
GALNT14	12.02852444	3.523031115	2.245867565	3.687991766	2.633075957	0	0	0	0	0	0	0
PPP1R14BP1	0	0	0	0	0	0	0	0	0	11.10891203	34.01000404	0
RP11-43N5.1	7.006198331	0	1.148154755	0	0	0	0	0	0	0	0	0
ADAMTS12	0	1.229724322	0	3.059656216	0.466545553	6.901748468	0	0	0	0	0.043919186	0
ADAMTSL4	0	0	0	0	0	0	1.231007655	0	0	0	5.975248877	0
RPS2P40	16.49335147	0	0	0	0	55.56932959	0	0	0	0	0	0
LINC00311	0	0	0	0	0	0	0	3.449761714	10.95261884	0	0	0
PABPC1P13	0	0	0	0	0	0	0	0.840071431	9.033846287	1.729034162	3.459770562	0.294482726
GULP1	0	0	0	12.5855711	1.404198077	0	0	0	0	0	0	0
RCL1	0	3.676232103	0	0	0	13.00513274	0	0	0	0	0	0
GSDMA	0	0	0	20.68250121	1.695129765	0	0	0	0	0	0	0
GDF2	0	0	0	0	0	0	0	3.127396602	11.631561	0	0	0
TRMT11	0	0	0	0	0	0	20.69538385	1.4373534	5.387996922	1.392169084	0	4.505073038
TMEM145	0	0	0	0	0	0	31.49932707	0.370862528	0	0	0	12.13370243
RP11-402L6.1	0	2.790156105	0	0	0	8.592275383	0	0	0	0	0	0
PDE3B	0	0	0	0	0	0	0	0	0	1.897118936	3.787173575	0
PDE6C	0	3.246219587	0	0	0	7.594692123	0	0	0	0	0	0
KCTD19	2.827742934	1.095309652	4.504649436	0	0	11.87069117	0	0	0	0	0	0
IL13	16.26177555	0	0	0	3.125588333	0	0	0	0	0	0	0
DSCAM-AS1	5.59931084	0	0	0	0	18.45671521	0	0	0	0	0	0
ABCD1P5	9.451869321	0	5.983019803	0	0.879374808	6.333851516	0	0	0	0	0	0
TMEM39B	0	0	0	0	0	0	0	4.812667981	0	0	11.91379283	0
LOC101928047	0	2.989970983	0	0	0	19.22213534	0	0	0	0	0	0
TLR1	0	0	0	0	0	0	0	2.991013893	5.466367787	0	0	0
TLX1	0	0	0	0	0	0	0	0	4.149820052	0	0	9.275975441
MYL2	0	0	0	41.20419909	0	64.87218946	0	0	0	0	0	0
HNRNPA3P8	0	0	0	46.70525668	3.991040083	0	0	0	0	0	0	0
MYT1	0	0	0.68453671	9.618495743	0.835314622	3.339035372	0	0	0	0	0	0
TACSTD2	3.234079673	0	1.371468639	22.4611514	0	18.26074622	0	0	0.101571023	0	0	0
ATP5S	0	0	0	0	0	0.075952036	13.07892093	0.97674015	9.775839886	4.552796167	3.975305267	18.12659524
REXO1L5P	1.167049068	1.280456821	1.657725892	0.547830246	0	0.321324069	0	0	0	0	0.017796824	0
ATOH1	10.83627572	0	25.97093714	0	0	0	0	0	0	0	0	0
PHKG1P2	0	0	0	0	1.767166813	13.08575196	0	0	0	0	0	0
TUBAP	0	0	0	0	3.828404712	27.07034109	0	0	0	0	0	0
ZNF503-AS2	0	0.438595647	0.769478207	3.723343759	0	37.71095704	0	0	0	0	0	0
LOC100506175	7.438807538	0	0	0	0	31.19317689	0	0	0	0	0	0
LOC101928325	43.29318245	0	0	12.17865329	0	0	0	0	0	0	0	0
LOC101928385	0	0	0	0	0	0	88.88479226	0	0	0	0	51.45267627
H2AFB1	0	45.20395309	23.08523923	0	0	0	0	0	0	0	0	0
LOC101928409	0	0	0	0	0	0	42.59304887	0	8.021833445	0	0	0
ZNF676	0	0	1.227047957	0	0	7.909363963	0	0	0	0	0	0
LOC101928180	0	0	0	19.05794664	0	75.515209	0	0	0	0	0	0
C2orf71	0	0	0	2.852200501	0	3.304549547	0	0	0	0	0	0
ZNF701	0.022407518	0.529242821	5.336493932	1.27328282	2.128898413	0	0	0	0	0	0	0
LOC152586	0	0	0	20.50754437	0	3.906687267	0	0	0	0	0	0
ACADM	0	0	0	0	0	0	0	2.507432162	0	8.98977075	0	0
FAM98B	0	4.32407102	2.288198116	0	0	0	0	0	0	0	0	0
LOC101060711	0	0	0	114.8910836	0	50.68150961	0	0	0	0	0	0
ZNF580	0	0	1.928899989	0	0	14.71116363	0	0	0	0	0	0
LOC101928273	0	0	0	20.00408583	4.311349053	0	0	0	0	0	0	0
LOC101928281	0	0	5.683366038	0	0	19.92560763	0	0	0	0	0	0
LOC644090	0	0	0	0	0	0	14.13404737	0	0	4.501851113	0	0
KRT82	0	0	0	0	0	0	0	0	7.221885379	0	10.30872256	0
TUBBP6	0	0	18.63165543	0	7.462802428	0	0	0	0	0	0	0
SOCS5P4	0	0	0	0	0	0	14.32630383	1.194978657	0	0	0	0
GNAL	0	0	0	0	1.7967455	3.145981176	0	0	0	0	0	0
LOC101928730	0	0	0	11.0974679	0	24.17892695	0	0	0	0	0	0
GLYATL1P3	0	0	0	0	0	0.068257083	34.57907431	1.626480935	0	1.647242277	2.858043112	0
FENDRR	0	0	16.74994401	0	0	3.42796365	0	0	0	0	0	0
ZNF345	0.037042637	1.910986484	0	11.47174609	0	0	0	0	0	0	0	0
MIR3661	0	0	191.4189256	0	0	297.1117056	0	0	0	0	0	0
LOC100421023	28.11338394	0	0	0	0	28.55884227	0	0	0	0	0	0
TRPM2-AS	0	0	0	0	0	0	18.10730193	0	27.90034118	0	0	0
LRP1B	0.968361	0.303276361	0	0	0.228409105	1.637377214	0	0	0	0	0	0
THBS2	1.962359061	2.806641381	0	4.256523195	1.48062038	5.344874298	0.02749062	0	0	0	0	0
LOC101928886	0	0.789411809	0	8.066066519	1.948480737	32.06611731	0	0	0	0	0	0
LOC101060120	0	0	11.48154755	0	0	52.64224097	0	0	0	0	0	0
GSN-AS1	1.458996169	4.437049885	6.880973648	6.365986375	0	0	0	0	0	0	0	0.032407732
DOC2GP	0	0	0	0	0	0	0	7.3558674	86.3157107	0	0	0
LOC101928676	0	0	0	18.83546566	3.567771883	0	0	0	0	0	0	0
ZNF135	0	0.907413852	9.269661185	8.861435617	1.998557238	12.99600257	0	0	0	0	0	0
VEPH1	3.222443196	0	0	5.068273776	0	0	0	0	0	0	0	0
LOC343508	0	0	0	0	0	0	84.1893734	0	24.63104833	0	0	0
APLP1	9.319625147	0	0	0	3.49118894	0	0	0	0	0	0	0
AGTR1	0	0	0	6.426333291	0	7.234006662	0	0	0	0	0	0
CCDC41-AS1	0	5.196075034	0	0	0	17.28382037	0	0	0	0	0	0
LOC283693	0	4.849502171	0	0	11.81244917	0	0	0	0	0	0	0
EIF1B-AS1	0	0	0	19.01287108	1.275790959	0	0	0	0	0	0	0
KCNH3	0	0	6.445349589	1.510515176	3.417885133	12.28593088	0	0.027743034	0	0	0	0
DGAT2	0	0	0	0	0	0	0	7.020457377	6.088963466	2.123568428	0	5.094947161
LOC100420255	0	0	0	0	0	0	0	0	30.38657387	5.149443599	0	0
ONECUT3	0	0	0	0	8.198739581	19.99118959	0	0	0	0	0	0
LOC102723643	0	0	0	0	0	0	0	0	46.87632329	0	50.99669699	0
AWAT1	0	0	0	0	0	0	22.88143178	0	5.716437507	0	0	0
KCNJ8	0	0	0	0	0	0	0	0	15.32825358	0	3.825877719	0
METTL21C	0	0	0	0	0	0	16.28460036	0	0	0	0	11.06559372
APOA2	0	0	0	0	0	0	0	13.03324351	0	0	40.94744521	0
APOA1	0	0	0	0	0	0	12.79545782	11.71485974	53.34531858	12.72215477	139.8816691	3.79704242
DCAF4L2	0	0	0	0	1.737622683	6.563023182	0	0	0	0	0	0
C6orf99	19.55123441	0	0	0	0	60.55636812	0	0	0	0	0	0
FAM46B	4.077186654	0	0	9.801917796	0	0	0	0	0	0	0	0
FLJ45256	11.69640067	0	0	0	1.139829473	0	0	0	0	0	0	0
FGF14-AS2	0	9.162627455	0	0	9.222339963	0	0	0	0	0	0	0
LOC102723422	0	0	0	0	0	0	0	6.360951315	0	2.029034493	0	0
LPPR1	0	0	0	0	0	0	15.21234633	0	7.886710672	0	0	0
LOC728947	0	0	0	0	0	0	32.28817644	0	0	0	2.959750751	0
LOC100420042	0	11.8499038	0	0	0	44.31598128	0	0	0	0	0	0
GNL3LP1	0	0	0	0	0	0	0	0	10.80343548	2.907738157	0	0
OGDHL	0	0.840600019	4.280401499	15.27624617	2.703781541	0	0	0	0	0	0	0
LOC101928976	0	0	0	0	0	0	55.06624958	0	0	0	0	7.769699437
LOC101928970	0	0	0	0	5.781961208	48.44185616	0	0	0	0	0	0
LOC101928987	0	5.51718007	0	0	0	39.97228517	0	0	0	0	0	0
ANKK1	0	0	0	0	0	0	0	4.02589285	8.441378804	0	0	0
XRCC6P4	13.48032283	4.323268871	0	0	0	0	0	0	0	0	0	0
RPL7P5	0	0	0	32.87788095	0	17.32004634	0	0	0	0	0	0
LOC339257	0	0.966412653	0	10.74550666	0	0	0	0	0	0	0	0
LOC100420548	0	0	0	33.50975982	2.156719037	0	0	0	0	0	0	0
TTC21A	0	0	0	0.082860638	0	0	0.075991699	3.932508292	7.963168208	1.703975696	7.876242897	3.228640321
HPN-AS1	6.236667874	0	0	12.64316916	0	0	0	0	0	0	0	0
FAHD2P1	0	0	0	20.12267919	5.079370949	0	0	0	0	0	0	0
LRRC17	0	0	0	12.49379017	1.920442964	0	0	0	0	0	0	0
LRRC29	0	3.780376291	0	16.80057243	12.4845134	6.835373007	0	0	0	0	0	0
ANAPC1	0.110234752	0.469828492	2.139676723	1.118566031	0	3.028674177	0	0	0	0	0	0
PRG2	0	16.56003808	0	37.02623239	14.92600988	41.2629597	0	0	0	0	0	0
CLGN	5.007386843	0.77223782	2.58648333	0	0	21.9434096	0	0	0	0	0	0
PLA2G2F	0	0	0	4.538440768	0	25.9042533	0	0	0	0	0	0
S100Z	0	0	0	0	1.343640347	20.04604002	0	0	0	0	0	0
IMMTP1	0	1.491144445	0	0	5.520818525	0	0	0	0	0	0	0
LINC00966	0	2.999572248	0	4.409166548	0	0	0	0	0	0	0	0
PGDP2	0	0	0	0	0	0	23.92364401	2.337557752	0	0	0	0
NANOGP5	0	0	3.982338565	13.5876101	0	0	0	0	0	0	0	0
PRAMEF20	0	0	3.914654128	0	0	30.1618518	0	0	0	0	0	0
COMP	0.050608823	3.334338826	9.194134836	0	0	26.29167072	0	0	0	0	0	0
ATP1A4	0	1.418123793	0	0	4.801352614	0	0	0	0	0	0	0
OR4K17	0	7.997024205	0	0	0	32.85573203	0	0	0	0	0	0
OR4K15	23.70445747	0	0	0	0	33.63594304	0	0	0	0	0	0
EPN2-AS1	0	7.129680262	21.33252238	0	0	0	0	0	0	0	0	0
RP11-57H12.3	0	0	0	0	0	0	0	0	0	1.100326273	9.951845902	0
FOXO6	0	2.662655279	0	0	0	21.07778719	0	0	0	0	0	0
NPAT	0	0	0	0	0	0.024507258	4.492410893	2.715958033	0	2.480196816	6.010375414	0
CLTCL1	1.777515987	1.781520659	4.647097268	5.176527315	2.469712002	0	0	0	0	0	0	0.027637964
KRT18P55	0	0	0	0	0	0	0	2.032326653	11.97975525	0	0	0
FOXL1	2.917543139	2.176086509	3.444464265	2.542055265	0	9.534337631	0	0	0	0	0	0
FOXF2	0	0	0	0	1.973130013	15.57047991	0	0	0	0	0	0
C20orf57	0	0	0	18.87655036	3.713075364	0	0	0	0	0	0	0
PVT1	0	0	0	0	0	0	0	5.637044941	0	9.801824955	0	0
EVX1	0	0.033858726	15.05252053	0	1.894308753	18.14260079	0	0	0	0	0	0
PAIP1P1	4.321641014	0	12.35742017	0	0	0	0	0	0	0	0	0
LOC100128325	0	0	0	0	0	0	0	0	56.59650712	0	69.79432371	0
KCNJ16	2.362897052	0	0	0	0	4.490894768	0	0	0	0	0	0
RP11-34F13.2	0	0	0	16.49355996	0	9.442962268	0	0	0	0	0	0
LOC100419835	0	0	0	39.12792028	0	16.84467514	0	0	0	0	0	0
AC104655.2	25.98802824	32.17122582	0	0	0	0	0	0	0	0	0	0
WNT7B	0	1.69473563	0	0	6.811954464	0	0	0	0	0	0	0
LOC100128681	0	0	0	0	0	0	26.94538978	2.387674484	0	0	0	0
LOC100128674	0	0	14.14381594	0	5.089242785	0	0	0	0	0	0	0
TSNAX-DISC1	0	0.432298961	0	0	1.838056912	0	0	0	0	0	0	0
LINC00574	10.20404838	0	0	0	2.882909702	0	0	0	0	0	0	0
NRG3	0	0	0	0	0	0	6.750772171	0.589316704	0	0	0	0
EXTL3-AS1	0	0	0	0	8.69369757	23.6943087	0	0	0	0	0	0
KCNK16	0	0	0	0	0	0	0	1.484459083	24.49584543	0	0	0
FAM154B	0	0	0	10.47243602	0	3.811234831	0	0	0	0	0	0
DNAI2	0	0	0	9.28228204	3.178337318	0	0	0	0	0	0	0
ABHD17AP4	0	0.102634967	17.39420078	23.45788509	0	13.84560639	0	0	0	0	0	0
TDGF1	0	0	0	0	0	0.067247736	0	2.797892709	9.336273263	2.198745788	0	10.48550381
CLDN19	0	1.862944318	0	0	3.914928547	0	0	0	0	0	0	0
RPL9P4	0	0	0	0	0	0	38.88044014	0	4.289167659	0	0	0
CHRNA3	2.281393287	0	0	0	0	26.096094	0	0	0	0	0	0
LOC100887076	0	6.291495808	0	0	2.401569714	0	0	0	0	0	0	0
UHRF2P1	0	0	0	6.569664835	0	3.368993861	0	0	0	0	0	0
FLJ45513	0	0	0	0	0	0	32.7963887	0	0	0	0	7.791405264
HAP1	1.009397741	3.333027492	0	7.707471557	1.567011162	0	0	0	0	0	0	0
SPATA12	0	0	5.495726242	28.19991648	0	0	0	0	0	0	0	0
TEX101	0	0	0	0	1.50902779	22.52268141	0	0	0	0	0	0
SPATA41	0	2.052894455	0	8.713756971	0	0	0	0	0	0	0	0
CLCN1	0	0	0	6.38345707	4.708670957	0	0	0	0	0	0	0
RP11-231I16.1	0	0	2.030740604	0	0	7.972973596	0	0	0	0	0	0
RPS20P2	17.81738338	0	0	0	2.668385752	0	0	0	0	0	0	0
LINC00698	0	0	0	0	0	0	13.73686538	0	0	0	0	5.212526028
LINC00692	0	0	0	0	0	0	54.75998568	3.66947868	0	0	0	0
LINC00689	0	1.037884271	0	0	0	6.019686198	0	0	0	0	0	0
MYOZ3	0	1.145796224	0	0	4.940373308	0	0	0	0	0	0	0
DCSTAMP	0	0	0	0	0	0	0	2.03763173	0	0	12.9105107	0
SFXN2	0	0.030105456	0	0	0	0	0	4.619074451	0	3.404823363	4.671770593	2.229214312
OR56A4	0	0	0	0	0	0	0	3.809841252	0	0	27.54928962	0
CERS1	1.01874493	1.990067126	5.184201494	2.756622462	0.030124227	8.362800157	0	0.043035325	0	0	0	0
FGF23	0	0	0	0	0	0	7.553280236	0	4.323465841	0	0	0
PRDM12	0	2.414186933	0	0	0	25.69446401	0	0	0	0	0	0
LOC100500719	26.49959879	0	0	0	2.17472551	0	0	0	0	0	0	0
C15orf52	0	0	0	1.720832051	0	4.808004828	0	0	0	0	0	0
NPTX2	0	0	0	0	0	0	24.13464695	0	0	0	0	4.039594562
ARSH	0	0	0	10.22855455	6.02227718	0	0	0	0	0	0	0
CLIP1	3.150511257	0.953337753	1.740354836	2.355583851	0.476221419	5.347469876	0	0	0	0	0	0.257821996
VN1R71P	0	0	0	0	0	0	36.15457363	0	0	0	22.95565067	0
SOHLH1	0	0	0	0	1.163428897	14.86733389	0	0	0	0	0	0
AC011343.1	0	0	0	5.219097033	0.549725514	0	0	0	0	0	0	0
XRCC6BP1	19.89764421	1.329830645	0.326630232	8.814300321	3.78645958	0	0	0	0	0	0	0
FAXC	0.178002017	0.529479701	0.155283225	1.950705809	0	6.202666586	0	0	0	0	0	0
PCDHB11	6.866647235	0	0	0	2.77982798	0	0	0	0	0	0	0
PNPLA3	0	0	0	0	0	0	0	0	0	1.696287303	14.04247482	0
TAF5LP1	0	0	13.5318239	24.08877106	0	0	0	0	0	0	0	0
OR7E109P	0	0	0	0	3.661668243	29.50435832	0	0	0	0	0	0
HSPD1P19	0	0	7.508322858	0	2.877362013	0	0	0	0	0	0	0
LOC101929009	0	0	0	0	0	0	0	0	42.25512955	0	0	28.28392731
LOC101929000	0	0	0	0	0	0	36.53304112	8.539427619	0	0	0	0
LOC101929005	0	3.613930006	0	0	0	32.03771921	0	0	0	0	0	0
TPD52L3	0	0	0	9.184418686	3.385508729	0	0	0	0	0	0	0
TPD52L1	0	0	0	0	4.764175813	15.79736823	0	0	0	0	0	0
CALCA	0	0	0	0	0	0	0	2.225109412	0	0	30.32783346	0
MAST2	0	2.297608332	0	0	2.655784033	0	0	0	0	0	0	0
PRR16	0	2.404852469	0	0	7.207784975	0	0	0	0	0	0	0
LOC101929104	0	0	0	0	0	0	58.32483104	8.535021613	0	0	0	0
LINC01132	0	0	6.59288441	0	1.137683981	0	0	0	0	0	0	0
LINC01015	0	0	0	8.77956105	0.524578181	0	0	0	0	0	0	0
OPRD1	0	0	0	18.48320022	4.343730209	0	0	0	0	0	0	0
DNM1P38	0	0	0	0	0	0	0	1.371220075	0	0	6.672462013	0
KIR3DL2	0	0	0	0	0	0	5.863004122	1.630140121	5.024465888	3.183971473	0	5.877640263
HM13	0	0	0	0	0	0	0	4.085657451	0	14.46782356	5.919573321	17.72021631
RP11-996F15.2	3.488971857	0	0	0	0	14.35088697	0	0	0	0	0	0
TMEM220-AS1	0	0	51.85365581	0	14.72242022	0	0	0	0	0	0	0
LOC101929614	0	16.70653648	0	41.61355793	0	0	0	0	0	0	0	0
LOC101927143	0	0	0	0	0	0	25.58106625	0	0	9.034340289	0	0
RIMS4	1.500546755	3.715868431	0.036361907	2.233181655	2.203763592	0	0	0	0	0.043488583	0	0
LOC101927178	1.704103747	0	0	0	0	5.915288904	0	0	0	0	0	0
RPL34P19	0	0	0	86.67883372	13.82431824	0	0	0	0	0	0	0
MFAP5	0	0	0	0	0	0	11.04289527	0	4.107132997	0	0	0
ZACN	0	0	0	0	0	0	0	3.577387516	0	17.49617902	0	0
HMX2	8.460875103	0	19.89876315	0	0	0	0	0	0	0	0	0
GRHL3	2.638432529	3.360499189	0	3.195145463	0	39.2088288	0	0	0	0	0	0
DAOA	0	0	0	0	4.351850912	23.23851267	0	0	0	0	0	0
ZAR1	0	0	0	0	12.87814852	8.372619491	0	0	0	0	0	0
RAB30-AS1	0	0	0	0	0	0	0	4.825391726	47.84493232	0	0	0
SLC29A4	0	0	25.68753012	0	1.919114397	0	0	0	0	0	0	0
LOC101929456	0	0	0	11.25728821	1.913629862	0	0	0	0	0	0	0
CHRDL2	0	0	0	4.245724189	0	18.9115615	0	0	0	0	0	0
OR2W2P	0	3.417159757	0	36.44731778	0	0	0	0	0	0	0	0
SLC6A3	0	0	0	0	1.449485325	10.35758724	0	0	0	0	0	0
LOC101929560	0	0	0	0	0	0	0	0	18.89125056	0	13.0229033	0
POU4F2	0	1.375132102	0	0	0	9.729405012	0	0	0	0	0	0
CREBRF	0	1.323998785	0	0	0	3.063281408	0	0	0	0	0	0
CCDC85A	0	0	0	0	0	0	0	1.354289144	0	0	0	5.774377679
LOC643353	29.70266497	11.37206193	0	0	0	0	0	0	0	0	0	0
FLJ36000	0	5.605036587	4.539111019	0	0.26375752	8.812675923	0	0	0	0	0	0
LOC101927578	3.975248175	0	3.01664864	0	2.309712219	2.535358067	0	0	0	0	0	0
AC012309.5	0	0	0	0	0	0	0	1.125606957	14.9197932	0	0	0
SIGLEC28P	0	5.668359493	0	56.91123042	0	0	0	0	0	0	0	0
LOC102723892	0	0.179372506	0	0	0.179204125	0	125.5780491	14.2085628	0	69.28995503	54.15184608	43.79460352
PCOLCE2	0	0	0	27.44156553	0.948987363	26.73915742	0.079641546	0	0	0	0	0
LOC102723860	0	0	0	0	0	0	0	0	284.7334515	0	0	278.4497775
LOC102723875	0	0	0	0	0	0	0	0	0	14.60153341	135.4077314	0
GLCCI1	0	1.785867687	3.912204407	0	4.179186737	4.4622534	0	0	0	0.023631155	0	0
LOC102723817	0	0	0	0	0	0	0	0	0	0	23.53686821	5.200004517
KIAA1217	0	0	0	0	0.31328278	3.919592091	0	0	0	0	0	0
AQPEP	0	0	0	6.027524132	0	10.8961997	0	0	0	0	0	0
CYP21A1P	0	0	0	0	0	0	0	0	0	0.489716538	0	4.639002101
LOC100507561	0	0	15.33543755	43.30263382	0	0	0	0	0	0	0	0
LOC101929949	6.496514115	0	0	0	13.50557342	0	0	0	0	0	0	0
