smallRNAName	NC2	NC3	NC4	NC5	Pcos1	Pcos2	Pcos3	Pcos4	Pcos5
tsrna-22153	3.25213123	9.040622098	8.809718882	16.319767	29.89947796	71.56605358	13.94477868	28.32411855	29.56684571
tsrna-06206	1.084043743	5.16606977	4.404859441	2.510733385	5.979895591	11.2999032	0	45.31858969	9.855615237
tsrna-13648	0	0	0	1.255366693	0	0	0	0	0
tsrna-09591	2.168087487	1.291517443	4.404859441	0	0	7.533268798	5.976333718	5.664823711	3.285205079
tsrna-20934	2.168087487	0	4.404859441	0	0	0	0	0	0
tsrna-08526	0	1.291517443	0	0	0	0	1.992111239	5.664823711	0
tsrna-16496	0	0	0	1.255366693	0	3.766634399	1.992111239	0	0
tsrna-24722	0	0	0	0	0	0	1.992111239	11.32964742	0
tsrna-03931	0	1.291517443	0	1.255366693	0	0	1.992111239	0	0
tsrna-24869	0	0	0	0	0	3.766634399	0	0	0
tsrna-09789	0	1.291517443	0	1.255366693	0	3.766634399	1.992111239	28.32411855	0
tsrna-16422	0	0	0	1.255366693	0	0	0	0	0
tsrna-24077	0	1.291517443	4.404859441	0	0	0	0	39.65376597	3.285205079
tsrna-15048	0	0	0	0	0	0	0	5.664823711	0
tsrna-05222	3.25213123	0	4.404859441	1.255366693	0	0	3.984222479	5.664823711	3.285205079
tsrna-21073	1.084043743	0	0	0	0	0	0	5.664823711	0
tsrna-20375	0	3.874552328	0	1.255366693	0	3.766634399	0	0	9.855615237
tsrna-02081	0	0	0	2.510733385	0	0	5.976333718	0	0
tsrna-03421	0	0	0	0	0	0	0	5.664823711	0
tsrna-20695	0	0	0	1.255366693	0	0	0	0	0
tsrna-24203	1.084043743	5.16606977	17.61943776	1.255366693	11.95979118	22.59980639	1.992111239	22.65929484	0
tsrna-24680	1.084043743	0	0	0	0	0	0	0	0
tsrna-06379	0	0	0	0	0	3.766634399	0	5.664823711	0
tsrna-15038	0	0	0	0	0	0	1.992111239	0	0
tsrna-21059	37.94153102	72.32497678	101.3117671	95.40786864	53.81906032	82.86595678	87.65289454	209.5984773	147.8342286
tsrna-01310	1.084043743	0	0	0	0	0	1.992111239	0	0
tsrna-22334	0	1.291517443	0	0	0	0	3.984222479	0	0
tsrna-09423	1.084043743	0	0	0	0	0	1.992111239	0	0
tsrna-18694	2.168087487	3.874552328	0	3.766100078	11.95979118	3.766634399	0	5.664823711	6.570410158
tsrna-19831	0	0	0	1.255366693	0	7.533268798	0	0	6.570410158
tsrna-15195	0	2.583034885	0	0	0	0	1.992111239	0	9.855615237
tsrna-03603	0	0	4.404859441	1.255366693	0	0	0	5.664823711	0
tsrna-11676	0	0	0	0	0	0	1.992111239	0	0
tsrna-03461	2.168087487	2.583034885	17.61943776	5.02146677	5.979895591	7.533268798	5.976333718	45.31858969	9.855615237
tsrna-21410	0	0	0	0	0	3.766634399	0	11.32964742	0
tsrna-17233	0	1.291517443	4.404859441	2.510733385	0	3.766634399	3.984222479	5.664823711	0
tsrna-20801	7.588306203	10.33213954	39.64373497	25.10733385	17.93968677	26.36644079	25.89744611	39.65376597	16.42602539
tsrna-13670	0	1.291517443	0	0	0	0	0	0	0
tsrna-25168	2040.170325	2057.387286	1678.251447	1041.954355	1811.908364	1190.25647	1147.456074	1659.793347	1366.645313
tsrna-19265	5.420218717	2.583034885	4.404859441	2.510733385	11.95979118	0	5.976333718	16.99447113	16.42602539
tsrna-13415	1.084043743	6.457587213	105.7166266	3.766100078	0	3.766634399	7.968444958	11.32964742	3.285205079
tsrna-16409	5.420218717	1.291517443	8.809718882	2.510733385	0	0	11.95266744	5.664823711	0
tsrna-07222	0	0	0	1.255366693	0	0	0	0	0
tsrna-08689	0	0	0	0	0	0	0	5.664823711	0
tsrna-14732	0	0	0	1.255366693	0	0	0	0	0
tsrna-04324	0	0	0	1.255366693	0	7.533268798	0	5.664823711	0
tsrna-01708	5.420218717	6.457587213	4.404859441	5.02146677	17.93968677	33.89970959	1.992111239	11.32964742	9.855615237
tsrna-13559	1.084043743	6.457587213	13.21457832	0	0	3.766634399	0	5.664823711	6.570410158
tsrna-02256	6.50426246	42.62007561	48.45345385	16.319767	5.979895591	22.59980639	17.92900116	96.30200308	32.85205079
tsrna-13275	0	1.291517443	8.809718882	1.255366693	5.979895591	0	7.968444958	0	3.285205079
tsrna-07595	0	0	0	1.255366693	0	0	0	0	0
tsrna-12887	1.084043743	3.874552328	79.28746994	1.255366693	0	7.533268798	3.984222479	11.32964742	3.285205079
tsrna-02454	1.084043743	6.457587213	35.23887553	3.766100078	29.89947796	0	3.984222479	45.31858969	6.570410158
tsrna-09398	0	2.583034885	4.404859441	2.510733385	0	7.533268798	0	5.664823711	9.855615237
tsrna-07307	2.168087487	2.583034885	4.404859441	0	0	7.533268798	0	0	3.285205079
tsrna-14992	1.084043743	0	0	0	0	0	0	0	0
tsrna-14303	4.336174973	5.16606977	0	5.02146677	5.979895591	11.2999032	13.94477868	5.664823711	19.71123047
tsrna-22016	2.168087487	7.749104656	17.61943776	5.02146677	0	18.833172	9.960556197	16.99447113	6.570410158
tsrna-04960	0	0	8.809718882	0	5.979895591	0	0	0	0
tsrna-04874	0	2.583034885	0	0	0	0	3.984222479	0	0
tsrna-11490	0	0	0	0	0	0	0	0	3.285205079
tsrna-13686	0	0	0	0	0	0	0	5.664823711	0
tsrna-16495	0	0	0	1.255366693	0	3.766634399	0	5.664823711	3.285205079
tsrna-12337	0	1.291517443	0	0	0	0	1.992111239	0	0
tsrna-25171	10863.20235	5899.651678	7558.738801	5596.424716	12593.66011	5747.884093	4663.532412	14196.04822	8400.269387
tsrna-13286	1.084043743	5.16606977	0	2.510733385	0	3.766634399	1.992111239	5.664823711	3.285205079
tsrna-14119	1.084043743	2.583034885	0	6.276833463	0	0	5.976333718	16.99447113	3.285205079
tsrna-10866	4.336174973	5.16606977	8.809718882	3.766100078	5.979895591	3.766634399	7.968444958	16.99447113	9.855615237
tsrna-17227	0	0	0	1.255366693	0	0	0	0	0
tsrna-04292	2.168087487	0	0	0	0	0	1.992111239	0	0
tsrna-21735	0	0	8.809718882	0	0	0	0	0	0
tsrna-24908	2.168087487	6.457587213	30.83401609	0	0	18.833172	7.968444958	56.64823711	9.855615237
tsrna-06619	0	1.291517443	0	0	0	0	0	11.32964742	0
tsrna-05662	0	0	4.404859441	0	0	0	0	0	0
tsrna-08664	0	1.291517443	4.404859441	1.255366693	0	0	0	0	0
tsrna-04057	3.25213123	2.583034885	8.809718882	11.29830023	0	3.766634399	7.968444958	5.664823711	0
tsrna-21068	0	1.291517443	0	0	0	0	0	0	0
tsrna-14413	0	0	0	1.255366693	5.979895591	3.766634399	0	0	0
tsrna-18692	1.084043743	0	0	1.255366693	0	3.766634399	1.992111239	0	0
tsrna-10761	0	0	0	0	5.979895591	0	0	0	0
tsrna-15265	0	0	17.61943776	2.510733385	0	3.766634399	1.992111239	11.32964742	6.570410158
tsrna-01895	2.168087487	7.749104656	22.0242972	3.766100078	5.979895591	15.0665376	0	22.65929484	6.570410158
tsrna-22971	0	0	0	0	0	7.533268798	0	0	0
tsrna-06859	1.084043743	1.291517443	0	0	0	0	0	0	0
tsrna-02556	0	0	0	0	0	0	0	45.31858969	0
tsrna-26530	0	0	0	0	0	0	0	11.32964742	0
tsrna-11007	4.336174973	14.20669187	35.23887553	6.276833463	5.979895591	37.66634399	13.94477868	33.98894226	32.85205079
tsrna-21013	2.168087487	1.291517443	0	5.02146677	0	7.533268798	9.960556197	0	3.285205079
tsrna-10551	0	0	0	0	0	0	1.992111239	0	0
tsrna-17714	0	0	0	1.255366693	0	3.766634399	0	0	0
tsrna-18827	0	0	0	0	0	0	0	0	3.285205079
tsrna-06068	3.25213123	3.874552328	35.23887553	1.255366693	17.93968677	7.533268798	3.984222479	67.97788453	6.570410158
tsrna-04174	0	0	92.50204826	1.255366693	0	0	1.992111239	0	0
tsrna-04143	1.084043743	2.583034885	0	1.255366693	0	0	0	11.32964742	0
tsrna-05085	1.084043743	6.457587213	4.404859441	0	0	11.2999032	9.960556197	22.65929484	16.42602539
tsrna-13179	0	1.291517443	0	0	0	0	0	11.32964742	0
tsrna-13331	0	0	0	1.255366693	0	0	0	0	0
tsrna-20107	0	0	0	0	0	0	3.984222479	0	3.285205079
tsrna-17840	0	0	0	0	0	0	1.992111239	5.664823711	0
tsrna-14107	1.084043743	0	0	0	0	0	0	0	0
tsrna-21012	0	1.291517443	0	0	0	0	0	0	0
tsrna-08829	1.084043743	0	0	0	5.979895591	0	0	0	0
tsrna-13973	0	3.874552328	0	3.766100078	0	7.533268798	1.992111239	0	6.570410158
tsrna-12298	0	1.291517443	4.404859441	0	0	0	1.992111239	0	0
tsrna-13397	5.420218717	3.874552328	22.0242972	5.02146677	0	3.766634399	25.89744611	11.32964742	6.570410158
tsrna-22598	2.168087487	2.583034885	4.404859441	1.255366693	5.979895591	0	3.984222479	0	3.285205079
tsrna-23821	0	1.291517443	0	0	0	0	1.992111239	11.32964742	0
tsrna-17639	0	0	0	1.255366693	0	0	0	0	3.285205079
tsrna-15422	0	10.33213954	4.404859441	8.787566848	5.979895591	3.766634399	1.992111239	5.664823711	6.570410158
tsrna-01257	0	0	0	0	0	7.533268798	0	0	0
tsrna-15316	0	2.583034885	30.83401609	0	5.979895591	7.533268798	1.992111239	50.9834134	9.855615237
tsrna-21830	0	0	4.404859441	1.255366693	0	3.766634399	0	0	0
tsrna-16708	2.168087487	2.583034885	26.42915665	2.510733385	17.93968677	30.13307519	0	33.98894226	29.56684571
tsrna-26578	0	2.583034885	0	1.255366693	0	0	0	0	0
tsrna-05258	6.50426246	20.66427908	4.404859441	16.319767	11.95979118	33.89970959	25.89744611	45.31858969	16.42602539
tsrna-26282	0	0	0	1.255366693	0	0	0	0	0
tsrna-21701	0	0	0	1.255366693	0	0	0	11.32964742	6.570410158
tsrna-01846	1.084043743	0	0	0	0	0	0	0	0
tsrna-10208	0	2.583034885	0	0	0	3.766634399	0	11.32964742	0
tsrna-06378	0	1.291517443	4.404859441	1.255366693	0	0	0	0	0
tsrna-20500	0	0	0	1.255366693	11.95979118	3.766634399	0	5.664823711	0
tsrna-00819	1.084043743	1.291517443	8.809718882	2.510733385	0	3.766634399	1.992111239	5.664823711	0
tsrna-07186	5.420218717	16.78972675	8.809718882	10.04293354	5.979895591	30.13307519	17.92900116	16.99447113	16.42602539
tsrna-00810	1.084043743	0	0	0	0	0	0	0	0
tsrna-24975	0	2.583034885	4.404859441	3.766100078	0	0	0	5.664823711	6.570410158
tsrna-15023	0	0	0	0	5.979895591	0	0	0	0
tsrna-02203	27.10109358	99.44684308	110.121486	89.13103518	47.83916473	67.79941918	73.70811586	237.9225958	134.6934082
tsrna-19703	2.168087487	1.291517443	4.404859441	3.766100078	0	7.533268798	1.992111239	0	0
tsrna-22669	0	0	4.404859441	0	0	0	0	0	0
tsrna-17814	0	0	0	1.255366693	0	0	0	0	0
tsrna-13478	94.31180567	60.7013198	110.121486	45.19320093	53.81906032	56.49951599	39.84222479	79.30753195	55.84848634
tsrna-15026	0	2.583034885	0	0	0	11.2999032	5.976333718	5.664823711	0
tsrna-01204	0	0	0	0	0	0	0	5.664823711	0
tsrna-04833	0	0	0	1.255366693	0	0	0	0	0
tsrna-10538	3.25213123	1.291517443	0	1.255366693	0	15.0665376	0	67.97788453	3.285205079
tsrna-05896	1.084043743	3.874552328	39.64373497	0	0	7.533268798	9.960556197	33.98894226	6.570410158
tsrna-14537	0	0	8.809718882	0	0	0	0	33.98894226	0
tsrna-04349	2.168087487	1.291517443	0	3.766100078	0	0	0	0	9.855615237
tsrna-10005	0	0	0	0	0	0	1.992111239	0	0
tsrna-08935	1.084043743	11.62365698	30.83401609	6.276833463	11.95979118	18.833172	9.960556197	73.64270824	16.42602539
tsrna-23816	0	1.291517443	0	2.510733385	5.979895591	0	1.992111239	0	3.285205079
tsrna-13945	1.084043743	0	4.404859441	0	0	0	0	0	0
tsrna-22414	0	0	4.404859441	0	0	0	0	0	0
tsrna-00513	0	0	8.809718882	1.255366693	0	3.766634399	1.992111239	0	0
tsrna-19593	0	0	35.23887553	0	0	3.766634399	0	5.664823711	6.570410158
tsrna-18292	0	0	0	0	0	0	1.992111239	5.664823711	0
tsrna-22985	3.25213123	2.583034885	4.404859441	3.766100078	5.979895591	7.533268798	5.976333718	5.664823711	0
tsrna-04719	0	0	0	0	0	0	1.992111239	0	0
tsrna-25002	0	0	0	1.255366693	0	0	0	11.32964742	0
tsrna-21437	0	6.457587213	8.809718882	0	0	3.766634399	0	5.664823711	3.285205079
tsrna-10516	59.62240588	33.57945351	57.26317273	22.59660047	71.75874709	124.2989352	5.976333718	844.0587329	98.55615237
tsrna-03193	1.084043743	1.291517443	0	0	0	0	1.992111239	0	0
tsrna-16798	2.168087487	0	8.809718882	1.255366693	0	3.766634399	1.992111239	0	0
tsrna-18766	2.168087487	6.457587213	26.42915665	0	0	7.533268798	3.984222479	28.32411855	0
tsrna-14293	0	1.291517443	0	0	0	0	0	0	0
tsrna-10995	0	0	4.404859441	0	0	0	0	0	0
tsrna-00064	2.168087487	1.291517443	83.69232938	1.255366693	5.979895591	18.833172	0	62.31306082	0
tsrna-02193	2.168087487	3.874552328	4.404859441	0	0	0	1.992111239	5.664823711	0
tsrna-25448	0	0	0	0	0	0	0	5.664823711	0
tsrna-21871	0	0	0	1.255366693	0	15.0665376	0	73.64270824	6.570410158
tsrna-01852	0	1.291517443	0	0	5.979895591	0	0	5.664823711	0
tsrna-11971	2.168087487	1.291517443	0	3.766100078	0	0	3.984222479	0	0
tsrna-03956	0	0	0	0	0	0	1.992111239	0	0
tsrna-09904	3.25213123	5.16606977	26.42915665	1.255366693	0	11.2999032	3.984222479	101.9668268	6.570410158
tsrna-24239	1.084043743	2.583034885	13.21457832	5.02146677	5.979895591	7.533268798	3.984222479	11.32964742	9.855615237
tsrna-02459	0	1.291517443	13.21457832	0	5.979895591	11.2999032	1.992111239	5.664823711	3.285205079
tsrna-24538	0	1.291517443	0	0	0	0	0	0	0
tsrna-03227	0	0	0	0	0	0	0	5.664823711	0
tsrna-07188	15.17661241	14.20669187	39.64373497	26.36270054	47.83916473	26.36644079	41.83433603	28.32411855	29.56684571
tsrna-01738	8.672349947	18.0812442	22.0242972	7.532200156	41.85926914	120.5323008	9.960556197	22.65929484	26.28164063
tsrna-14978	227.6491861	467.5293142	819.303856	640.2370132	388.6932134	734.4937078	575.7201482	1302.909453	502.6363771
tsrna-03452	8.672349947	21.95579652	13.21457832	11.29830023	5.979895591	7.533268798	5.976333718	22.65929484	9.855615237
tsrna-04764	2.168087487	7.749104656	0	1.255366693	0	0	3.984222479	11.32964742	0
tsrna-23826	2.168087487	1.291517443	8.809718882	8.787566848	0	3.766634399	1.992111239	0	0
tsrna-03867	0	0	4.404859441	0	5.979895591	0	0	11.32964742	3.285205079
tsrna-02257	2.168087487	5.16606977	4.404859441	5.02146677	0	0	0	0	0
tsrna-02485	4.336174973	16.78972675	39.64373497	18.83050039	5.979895591	11.2999032	9.960556197	39.65376597	13.14082032
tsrna-04798	0	5.16606977	0	1.255366693	0	0	3.984222479	0	6.570410158
tsrna-01576	0	0	0	0	0	0	0	5.664823711	0
tsrna-15814	1.084043743	0	8.809718882	2.510733385	0	0	0	39.65376597	0
tsrna-26062	0	2.583034885	0	2.510733385	0	3.766634399	11.95266744	5.664823711	0
tsrna-05221	0	0	8.809718882	0	0	0	0	5.664823711	0
tsrna-01703	3.25213123	1.291517443	4.404859441	0	5.979895591	22.59980639	5.976333718	0	9.855615237
tsrna-13384	0	0	4.404859441	1.255366693	0	0	0	0	0
tsrna-08831	0	0	0	0	5.979895591	0	1.992111239	0	0
tsrna-15445	0	0	0	2.510733385	0	3.766634399	1.992111239	5.664823711	3.285205079
tsrna-19059	0	0	0	0	0	0	0	5.664823711	0
tsrna-09707	13.00852492	14.20669187	13.21457832	31.38416732	11.95979118	7.533268798	107.5740069	50.9834134	39.42246095
tsrna-10517	57.4543184	38.74552328	66.07289161	23.85196716	89.69843387	150.665376	7.968444958	895.0421463	65.70410158
tsrna-02774	0	0	0	0	0	3.766634399	1.992111239	0	0
tsrna-05256	4.336174973	20.66427908	26.42915665	6.276833463	0	7.533268798	9.960556197	33.98894226	13.14082032
tsrna-06161	7.588306203	14.20669187	114.5263455	6.276833463	0	18.833172	9.960556197	107.6316505	13.14082032
tsrna-25819	0	0	0	1.255366693	0	0	1.992111239	0	0
tsrna-11954	0	0	0	0	0	0	1.992111239	0	0
tsrna-11086	0	2.583034885	0	0	5.979895591	7.533268798	1.992111239	0	9.855615237
tsrna-01533	0	0	0	0	11.95979118	0	0	0	0
tsrna-14957	17.34469989	41.32855816	39.64373497	42.68246755	35.87937355	30.13307519	67.73178214	39.65376597	22.99643555
tsrna-20749	3.25213123	5.16606977	0	1.255366693	5.979895591	0	7.968444958	0	3.285205079
tsrna-01095	3.25213123	3.874552328	4.404859441	12.55366693	17.93968677	22.59980639	9.960556197	5.664823711	6.570410158
tsrna-02535	0	0	0	0	5.979895591	0	0	0	0
tsrna-16426	16.26065615	14.20669187	22.0242972	27.61806724	11.95979118	37.66634399	15.93688992	39.65376597	26.28164063
tsrna-17125	93.22776193	55.53525003	57.26317273	79.08810163	59.79895591	71.56605358	59.76333718	28.32411855	65.70410158
tsrna-10233	5.420218717	2.583034885	0	0	0	0	3.984222479	11.32964742	19.71123047
tsrna-14955	3.25213123	6.457587213	8.809718882	10.04293354	17.93968677	15.0665376	7.968444958	5.664823711	9.855615237
tsrna-25680	0	0	4.404859441	0	0	0	0	0	0
tsrna-01834	0	1.291517443	0	0	0	0	0	0	3.285205079
tsrna-19775	13.00852492	9.040622098	4.404859441	7.532200156	11.95979118	52.73288159	7.968444958	84.97235566	22.99643555
tsrna-23429	179.9512614	219.5579652	264.2915665	139.3457029	149.4973898	199.6316232	161.3610104	356.8838938	223.3939454
tsrna-05156	0	1.291517443	4.404859441	2.510733385	0	7.533268798	5.976333718	22.65929484	0
tsrna-22150	6.50426246	6.457587213	0	5.02146677	17.93968677	26.36644079	5.976333718	11.32964742	13.14082032
tsrna-24924	0	2.583034885	0	0	0	0	1.992111239	11.32964742	0
tsrna-00999	5.420218717	12.91517443	22.0242972	7.532200156	77.73864268	90.39922558	11.95266744	5.664823711	19.71123047
tsrna-21595	0	0	0	0	5.979895591	3.766634399	0	11.32964742	0
tsrna-00673	3.25213123	9.040622098	26.42915665	6.276833463	5.979895591	26.36644079	3.984222479	90.63717937	16.42602539
tsrna-24523	0	0	0	0	0	0	3.984222479	0	0
tsrna-09759	0	0	13.21457832	0	0	0	1.992111239	0	0
tsrna-24244	22.76491861	50.36918026	22.0242972	72.81126817	0	48.96624719	95.6213395	67.97788453	114.9821778
tsrna-04058	16.26065615	15.49820931	13.21457832	15.06440031	29.89947796	0	7.968444958	22.65929484	26.28164063
tsrna-16252	0	1.291517443	0	0	0	0	0	11.32964742	0
tsrna-04432	5.420218717	12.91517443	22.0242972	3.766100078	11.95979118	11.2999032	7.968444958	90.63717937	13.14082032
tsrna-23191	0	0	0	2.510733385	0	3.766634399	3.984222479	16.99447113	0
tsrna-02414	24.9330061	59.40980236	436.0810847	69.04516809	47.83916473	97.93249438	97.61345074	237.9225958	137.9786133
tsrna-10459	0	2.583034885	8.809718882	1.255366693	0	0	5.976333718	11.32964742	0
tsrna-08984	0	0	17.61943776	0	0	0	0	39.65376597	0
tsrna-21372	0	0	0	1.255366693	5.979895591	0	0	0	0
tsrna-03283	0	2.583034885	8.809718882	1.255366693	5.979895591	3.766634399	0	0	0
tsrna-26028	0	0	4.404859441	0	0	0	0	5.664823711	0
tsrna-05131	3.25213123	0	8.809718882	1.255366693	0	0	1.992111239	5.664823711	0
tsrna-25727	3.25213123	6.457587213	4.404859441	1.255366693	0	7.533268798	3.984222479	0	3.285205079
tsrna-21008	1.084043743	7.749104656	4.404859441	1.255366693	0	11.2999032	3.984222479	16.99447113	0
tsrna-06288	0	3.874552328	0	0	0	0	0	22.65929484	3.285205079
tsrna-00615	0	1.291517443	0	0	0	0	0	0	0
tsrna-02579	1.084043743	1.291517443	0	0	0	0	1.992111239	0	0
tsrna-20635	0	0	0	1.255366693	0	0	0	0	0
tsrna-02420	0	1.291517443	0	1.255366693	5.979895591	3.766634399	9.960556197	11.32964742	0
tsrna-24033	0	0	0	0	0	0	1.992111239	0	0
tsrna-12014	0	0	0	1.255366693	0	0	1.992111239	0	0
tsrna-23790	0	0	4.404859441	0	0	0	0	0	0
tsrna-19139	2.168087487	6.457587213	13.21457832	7.532200156	5.979895591	15.0665376	3.984222479	11.32964742	9.855615237
tsrna-09440	5.420218717	9.040622098	30.83401609	7.532200156	23.91958236	11.2999032	21.91322363	11.32964742	3.285205079
tsrna-04464	3.25213123	3.874552328	0	1.255366693	0	3.766634399	1.992111239	28.32411855	3.285205079
tsrna-23822	0	1.291517443	0	1.255366693	0	3.766634399	1.992111239	11.32964742	3.285205079
tsrna-01667	0	0	4.404859441	0	0	0	0	0	0
tsrna-19809	0	0	0	0	0	0	0	22.65929484	0
tsrna-04321	0	0	4.404859441	0	0	0	0	0	0
tsrna-14867	2.168087487	7.749104656	4.404859441	8.787566848	11.95979118	22.59980639	33.86589107	16.99447113	13.14082032
tsrna-08857	0	0	0	0	0	0	1.992111239	0	0
tsrna-12180	0	0	0	0	0	3.766634399	0	5.664823711	0
tsrna-06564	0	0	4.404859441	1.255366693	0	0	3.984222479	0	0
tsrna-25235	2.168087487	3.874552328	26.42915665	2.510733385	0	0	0	5.664823711	6.570410158
tsrna-15780	9.75639369	14.20669187	22.0242972	12.55366693	29.89947796	82.86595678	19.92111239	22.65929484	16.42602539
tsrna-05110	47.69792471	130.4432617	612.2754623	123.0259359	137.5375986	161.9652792	272.9192398	266.2467144	183.9714844
tsrna-19358	2.168087487	1.291517443	0	1.255366693	0	0	1.992111239	5.664823711	3.285205079
tsrna-19817	0	3.874552328	0	0	0	7.533268798	1.992111239	0	6.570410158
tsrna-05124	0	0	17.61943776	1.255366693	0	3.766634399	0	5.664823711	0
tsrna-04263	0	0	0	3.766100078	0	3.766634399	1.992111239	5.664823711	6.570410158
tsrna-10771	0	0	0	1.255366693	0	0	0	0	0
tsrna-09185	6.50426246	59.40980236	123.3360643	15.06440031	0	18.833172	3.984222479	28.32411855	16.42602539
tsrna-26109	1.084043743	1.291517443	0	1.255366693	0	3.766634399	1.992111239	0	0
tsrna-15678	2.168087487	3.874552328	4.404859441	1.255366693	17.93968677	18.833172	7.968444958	0	6.570410158
tsrna-19356	1.084043743	1.291517443	0	0	0	0	0	0	0
tsrna-21781	0	0	0	0	0	0	0	0	3.285205079
tsrna-02635	4.336174973	11.62365698	118.9312049	6.276833463	0	30.13307519	5.976333718	101.9668268	22.99643555
tsrna-07497	0	1.291517443	0	0	0	0	0	5.664823711	3.285205079
tsrna-23173	1.084043743	11.62365698	4.404859441	3.766100078	0	11.2999032	7.968444958	0	6.570410158
tsrna-03090	3.25213123	3.874552328	8.809718882	2.510733385	0	3.766634399	3.984222479	45.31858969	0
tsrna-19349	0	0	0	0	0	0	0	0	3.285205079
tsrna-00482	1.084043743	0	4.404859441	3.766100078	0	7.533268798	0	0	0
tsrna-15111	158.2703865	188.5615466	237.8624098	183.2835371	400.6530046	305.0973863	179.2900116	294.570833	197.1123047
tsrna-25012	0	0	0	0	0	0	1.992111239	0	0
tsrna-19688	0	1.291517443	0	2.510733385	0	0	0	0	0
tsrna-09394	0	0	0	1.255366693	0	0	0	0	0
tsrna-01847	0	0	0	0	0	0	0	0	6.570410158
tsrna-19137	8.672349947	9.040622098	22.0242972	1.255366693	11.95979118	3.766634399	5.976333718	0	6.570410158
tsrna-16100	0	1.291517443	0	0	0	0	1.992111239	0	0
tsrna-19074	0	2.583034885	96.9069077	0	0	7.533268798	3.984222479	0	3.285205079
tsrna-24229	0	0	13.21457832	0	0	0	1.992111239	0	0
tsrna-03764	0	1.291517443	0	0	0	0	0	0	0
tsrna-01007	0	0	0	0	0	0	0	0	3.285205079
tsrna-00206	1.084043743	1.291517443	17.61943776	0	0	0	0	5.664823711	0
tsrna-23590	3.25213123	23.24731397	0	0	23.91958236	22.59980639	17.92900116	5.664823711	13.14082032
tsrna-10944	0	2.583034885	0	1.255366693	0	0	0	5.664823711	3.285205079
tsrna-00216	2.168087487	7.749104656	4.404859441	3.766100078	5.979895591	0	11.95266744	16.99447113	9.855615237
tsrna-00683	15.17661241	20.66427908	140.9555021	18.83050039	23.91958236	48.96624719	41.83433603	141.6205928	29.56684571
tsrna-14169	4.336174973	10.33213954	13.21457832	3.766100078	11.95979118	7.533268798	1.992111239	0	16.42602539
tsrna-19917	0	0	0	1.255366693	0	0	0	0	0
tsrna-08849	2.168087487	3.874552328	4.404859441	1.255366693	0	3.766634399	7.968444958	16.99447113	3.285205079
tsrna-00207	0	3.874552328	44.04859441	2.510733385	0	0	0	0	0
tsrna-15020	0	2.583034885	4.404859441	0	0	0	0	5.664823711	0
tsrna-20539	10.84043743	18.0812442	39.64373497	27.61806724	23.91958236	15.0665376	11.95266744	39.65376597	39.42246095
tsrna-21391	0	0	0	1.255366693	0	0	0	5.664823711	0
tsrna-01744	1.084043743	0	0	0	0	0	0	5.664823711	0
tsrna-19779	19.51278738	14.20669187	44.04859441	12.55366693	23.91958236	52.73288159	17.92900116	45.31858969	29.56684571
tsrna-12037	0	1.291517443	0	0	0	0	1.992111239	0	0
tsrna-10635	0	0	0	0	0	0	0	5.664823711	0
tsrna-04463	0	0	0	0	0	0	0	11.32964742	0
tsrna-15993	1.084043743	7.749104656	13.21457832	7.532200156	5.979895591	3.766634399	3.984222479	16.99447113	9.855615237
tsrna-23964	0	1.291517443	0	0	0	0	1.992111239	0	0
tsrna-12774	1.084043743	3.874552328	26.42915665	2.510733385	5.979895591	15.0665376	13.94477868	79.30753195	16.42602539
tsrna-21006	1.084043743	3.874552328	0	3.766100078	0	0	0	16.99447113	0
tsrna-06965	3.25213123	0	4.404859441	0	0	3.766634399	0	11.32964742	0
tsrna-24098	0	0	0	0	0	0	1.992111239	5.664823711	0
tsrna-06499	1.084043743	3.874552328	8.809718882	1.255366693	0	0	0	5.664823711	0
tsrna-03827	0	1.291517443	0	1.255366693	0	0	0	0	0
tsrna-18830	0	0	0	1.255366693	0	0	0	0	0
tsrna-13409	1.084043743	0	0	3.766100078	5.979895591	0	0	0	6.570410158
tsrna-07254	0	1.291517443	0	0	0	0	0	11.32964742	0
tsrna-03531	0	1.291517443	4.404859441	2.510733385	0	15.0665376	0	33.98894226	3.285205079
tsrna-19110	0	1.291517443	0	0	0	0	0	0	0
tsrna-16867	0	0	0	0	5.979895591	0	3.984222479	0	0
tsrna-12892	2.168087487	2.583034885	321.5547392	15.06440031	0	3.766634399	7.968444958	33.98894226	9.855615237
tsrna-26574	1.084043743	3.874552328	0	3.766100078	11.95979118	3.766634399	3.984222479	141.6205928	6.570410158
tsrna-00932	0	0	17.61943776	1.255366693	0	0	1.992111239	0	0
tsrna-10943	1.084043743	1.291517443	4.404859441	0	0	0	1.992111239	0	3.285205079
tsrna-21538	0	2.583034885	0	0	0	3.766634399	0	0	0
tsrna-24129	0	0	0	2.510733385	0	0	0	11.32964742	0
tsrna-02446	0	9.040622098	13.21457832	3.766100078	11.95979118	0	0	28.32411855	6.570410158
tsrna-03022	2.168087487	7.749104656	8.809718882	5.02146677	17.93968677	18.833172	3.984222479	11.32964742	19.71123047
tsrna-00325	1.084043743	0	0	1.255366693	0	0	0	0	0
tsrna-21081	0	0	0	0	0	0	0	5.664823711	0
tsrna-25003	1.084043743	1.291517443	0	2.510733385	5.979895591	0	0	5.664823711	0
