AccID	log2FC	Pvalue	FDR	Style	ACF001	ACF002	ACF004	ACF005	ACF006	ACF007	ALI001	ALI002	ALI003	ALI004	ALI006	ALI007
DNALI1	8.37849848309854	0.000130438933901357	0.00730417894791015	up	0.0	111.0	0.0	47.0	99.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD30B	-22.6274910263516	3.74252052788269e-16	9.73001872670529e-13	down	0.0	0.0	0.0	0.0	0.0	0.0	289.0	3.0	0.0	0.0	0.0	37.0
TPCN2	9.65774185583394	2.59767154375583e-11	1.75092683054861e-09	up	244.0	24.0	68.0	183.0	64.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0
IMPDH1P7	-22.2076109907274	1.45663772009474e-13	1.26838994583752e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268.0	0.0	0.0	0.0	86.0
LOC102724147	-21.9752479473531	2.61146569423624e-13	2.10292319333652e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	0.0	157.0	0.0	0.0
NPBWR1	22.7359919288575	3.83657711832007e-14	5.89249266547951e-12	up	0.0	186.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPYS	23.8824665396184	1.85772176653127e-15	1.89941413082515e-12	up	0.0	0.0	0.0	0.0	134.0	451.0	0.0	0.0	0.0	0.0	0.0	0.0
DUSP9	22.8884780406528	2.58241840190525e-14	5.48925675474912e-12	up	194.0	0.0	0.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0
BFSP2	-22.2381303557471	1.34874672879752e-13	1.193408766044e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	166.0	0.0	0.0	0.0
LOC102724259	22.9704698221268	2.08739114137113e-14	5.24677449731443e-12	up	0.0	0.0	72.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724248	22.5984764623749	5.46919386312348e-14	6.50548098790746e-12	up	0.0	58.0	0.0	0.0	210.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORC1	7.77239894182573	0.0001387331469215	0.00772111480374427	up	0.0	171.0	124.0	66.0	0.0	120.0	0.0	0.0	0.0	0.0	2.0	0.0
DRGX	-21.7395329499451	4.69575013295163e-13	3.40469946890784e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	131.0	0.0	0.0	0.0	0.0	41.0
ITPK1-AS1	23.409611353117	6.57939019472972e-15	3.8625265210931e-12	up	0.0	0.0	25.0	151.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWRN2	22.6144201635331	5.24855649336923e-14	6.45133715808431e-12	up	118.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LPO	22.6093998548467	5.31741878109583e-14	6.45133715808431e-12	up	0.0	220.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724170	22.7414985319024	3.78229203988409e-14	5.89249266547951e-12	up	93.0	0.0	0.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-460N16.1	-23.3405340346711	9.20007856888041e-19	8.37161149375273e-15	down	0.0	0.0	0.0	0.0	0.0	0.0	467.0	70.0	0.0	0.0	31.0	0.0
GLIS3	7.98059052047901	9.29887813454746e-05	0.00528844634908216	up	97.0	0.0	126.0	32.0	123.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
MOGAT2	23.2067103953959	1.12435916991136e-14	4.34555233173109e-12	up	0.0	183.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KRTAP10-7	-22.2358728885827	1.35644241429026e-13	1.193408766044e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	121.0
LOC102724017	-22.3033004937547	1.14371563552879e-13	1.0619633087239e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	85.0	0.0	0.0
DTD2	-8.81636619995267	7.82237325117939e-06	0.000489207459787676	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	1.0	30.0	83.0	253.0
TOLLIP-AS1	23.233619793663	1.67664308077705e-19	3.05132274270615e-15	up	215.0	329.0	0.0	280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUCA1A	-22.4414020489559	8.05450600305901e-14	8.14355304164838e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.0	0.0	0.0	66.0
NF2	-7.5062524992793	1.45498490186341e-05	0.000900655449966402	down	0.0	4.0	0.0	0.0	0.0	0.0	0.0	392.0	17.0	55.0	93.0	94.0
NAV2-AS4	23.112945812888	1.43829616083457e-14	4.76718031944463e-12	up	0.0	0.0	0.0	0.0	124.0	213.0	0.0	0.0	0.0	0.0	0.0	0.0
MBL1P	-22.0736512317292	2.04072932871586e-13	1.71148539416129e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	150.0
IFNL4P1	23.101290835402	1.48287577867892e-14	4.76718031944463e-12	up	0.0	144.0	0.0	0.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	0.0
EEF1E1	8.90090320109132	9.04670045723023e-07	5.8591068192574e-05	up	0.0	40.0	88.0	78.0	55.0	213.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHGB9P	23.2673308801321	9.58488554972485e-15	4.24242136300518e-12	up	0.0	0.0	0.0	72.0	208.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GYG1P1	22.0010861691328	2.44605986522996e-13	1.98731444139821e-11	up	151.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0
CLCNKA	22.5201940413143	6.68689784066425e-14	7.20087892320998e-12	up	0.0	0.0	0.0	0.0	110.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0
PSMA8	21.4550809133229	9.37658690597382e-13	6.5381036437478e-11	up	0.0	0.0	29.0	0.0	0.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1109J22.2	-22.6071706456081	5.27350563686763e-14	6.45133715808431e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	249.0	0.0	0.0	0.0	56.0	0.0
LOC100996434	23.1993812970127	1.14614271071538e-14	4.34555233173109e-12	up	0.0	246.0	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLJ22763	22.5231925795992	6.63417468181425e-14	7.18662768061533e-12	up	0.0	104.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TERT	8.45264060141329	3.98659487954154e-07	2.60043154884504e-05	up	282.0	0.0	97.0	75.0	98.0	150.0	0.0	2.0	0.0	0.0	0.0	0.0
LOC100418884	-22.400742817258	8.932293902469e-14	8.6951369749971e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	257.0	41.0	0.0	0.0	0.0	0.0
CACNB4	8.71811841885199	6.5621262261587e-07	4.26514768535222e-05	up	0.0	69.0	18.0	179.0	69.0	158.0	0.0	0.0	0.0	1.0	0.0	0.0
AC007163.3	22.7042837337497	4.16412651798706e-14	5.92054207037863e-12	up	0.0	0.0	0.0	57.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUSP21	-21.6244012971082	6.24185870543897e-13	4.43732760079234e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	23.0	0.0	0.0
LOC100418910	23.0431890411059	1.72637468571718e-14	4.83051585251027e-12	up	212.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPRR4	-22.2502393050076	1.30814455512966e-13	1.16700601758846e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	166.0
GALNT14	8.75581090664165	9.66152414143656e-07	6.23510914361716e-05	up	278.0	131.0	34.0	30.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R14BP1	-22.4992234455537	6.9505786935154e-14	7.44079892019334e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	153.0	0.0
RP11-43N5.1	22.3372460257233	1.06699044247554e-13	9.95803028851916e-12	up	177.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS12	7.91439429980271	0.000128582254472687	0.00722243348502601	up	0.0	79.0	0.0	43.0	30.0	235.0	0.0	0.0	0.0	0.0	1.0	0.0
ADAMTSL4	-21.9076549662818	3.09144243139988e-13	2.43554808697171e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	119.0	0.0
RPS2P40	23.6329706515025	3.63072021391394e-15	3.14645129395332e-12	up	126.0	0.0	0.0	0.0	0.0	362.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00311	-21.8586804453892	3.49280107492836e-13	2.65964379759922e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0	93.0	0.0	0.0	0.0
PABPC1P13	-8.27346695654184	1.498338568813e-05	0.000924347919112803	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	135.0	48.0	50.0	6.0
GULP1	23.4591481824356	5.76957016478227e-15	3.74551502741253e-12	up	0.0	0.0	0.0	143.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RCL1	22.8030195722225	3.22548927061593e-14	5.69909507145042e-12	up	0.0	104.0	0.0	0.0	0.0	195.0	0.0	0.0	0.0	0.0	0.0	0.0
GSDMA	23.2445926811995	1.01752082979222e-14	4.24242136300518e-12	up	0.0	0.0	0.0	128.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF2	-20.0020811471855	2.8055385956927e-11	1.88405892631039e-09	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	107.0	0.0	0.0	0.0
TRMT11	-8.65310745256842	2.28309898180282e-06	0.000146303233696583	down	0.0	0.0	0.0	0.0	0.0	0.0	250.0	51.0	50.0	24.0	0.0	57.0
TMEM145	-23.0266550296342	4.63217997540602e-18	2.10752608431036e-14	down	0.0	0.0	0.0	0.0	0.0	0.0	347.0	12.0	0.0	0.0	0.0	140.0
RP11-402L6.1	22.4216352857534	8.60509505479034e-14	8.57096585929991e-12	up	0.0	87.0	0.0	0.0	0.0	142.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE3B	-22.1914407424782	1.5173482384364e-13	1.30873083371109e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	106.0	0.0
PDE6C	22.652405418948	4.7602015591088e-14	6.23243943699432e-12	up	0.0	125.0	0.0	0.0	0.0	155.0	0.0	0.0	0.0	0.0	0.0	0.0
KCTD19	8.43315357459289	0.00013189316212804	0.00736295600481041	up	69.0	43.0	72.0	0.0	0.0	247.0	0.0	0.0	0.0	0.0	0.0	0.0
IL13	22.4158139980476	8.72696405762244e-14	8.60476756597624e-12	up	168.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSCAM-AS1	22.8853813082634	2.60448695015612e-14	5.48925675474912e-12	up	74.0	0.0	0.0	0.0	0.0	208.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCD1P5	8.95343067321095	3.59201129094885e-05	0.00215745919089037	up	287.0	0.0	119.0	0.0	43.0	164.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM39B	-22.5795240943281	5.66063972649259e-14	6.60371681938709e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	222.0	0.0	0.0	139.0	0.0
LOC101928047	22.5697619006841	5.88794111554955e-14	6.73928555735134e-12	up	0.0	54.0	0.0	0.0	0.0	184.0	0.0	0.0	0.0	0.0	0.0	0.0
TLR1	-21.8872687346089	3.25267555146301e-13	2.51895499408832e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.0	76.0	0.0	0.0	0.0
TLX1	-21.8684673973661	3.40830371106015e-13	2.62829318803321e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	128.0
MYL2	23.9765630224022	1.44048836661515e-15	1.89941413082515e-12	up	0.0	0.0	0.0	97.0	0.0	370.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA3P8	23.3065279065586	8.64229650918762e-15	4.14273359072858e-12	up	0.0	0.0	0.0	133.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYT1	8.87301447151134	8.39345668020875e-05	0.00480353830575846	up	0.0	0.0	20.0	151.0	60.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0
TACSTD2	8.56878308878074	4.45851175805649e-05	0.00264301157931173	up	54.0	0.0	15.0	132.0	0.0	260.0	0.0	0.0	1.0	0.0	0.0	0.0
ATP5S	-8.77641132063534	3.38513328184996e-11	2.26492796310248e-09	down	0.0	0.0	0.0	0.0	0.0	1.0	155.0	34.0	89.0	77.0	35.0	225.0
REXO1L5P	7.98072890030055	2.37258521829368e-06	0.000151504134693778	up	115.0	203.0	107.0	19.0	0.0	27.0	0.0	0.0	0.0	0.0	1.0	0.0
ATOH1	22.8591910749531	2.78819394828388e-14	5.49200652472748e-12	up	93.0	0.0	146.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHKG1P2	22.301896645473	1.16636011510872e-13	1.07749176319105e-11	up	0.0	0.0	0.0	0.0	38.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0
TUBAP	23.3964223939238	6.8141559887591e-15	3.87533827623209e-12	up	0.0	0.0	0.0	0.0	86.0	322.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF503-AS2	9.19670298334202	9.27235090142052e-05	0.00528844634908216	up	0.0	14.0	10.0	26.0	0.0	638.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506175	22.9926408619781	1.97011661014583e-14	5.1451143487429e-12	up	66.0	0.0	0.0	0.0	0.0	236.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101928325	22.6598152712449	4.67019783281773e-14	6.20881638587307e-12	up	202.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101928385	-21.9655900655836	2.67390461523893e-13	2.14371762523054e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	77.0
H2AFB1	22.8244518480482	3.05124854652985e-14	5.59710778946143e-12	up	0.0	303.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101928409	-21.1183297512333	2.08063259870412e-12	1.43975029139986e-10	down	0.0	0.0	0.0	0.0	0.0	0.0	235.0	0.0	34.0	0.0	0.0	0.0
ZNF676	22.6048629724095	5.37996216945016e-14	6.45133715808431e-12	up	0.0	0.0	23.0	0.0	0.0	193.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101928180	22.7164104368484	4.03557486720943e-14	5.91243857322618e-12	up	0.0	0.0	0.0	20.0	0.0	192.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf71	22.9907228256799	1.97899887033355e-14	5.1451143487429e-12	up	0.0	0.0	0.0	57.0	0.0	160.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF701	8.36277345734844	3.42519251333282e-05	0.00206407544868026	up	1.0	38.0	156.0	20.0	153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC152586	22.6193086555316	5.18068281247336e-14	6.45133715808431e-12	up	0.0	0.0	0.0	78.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0
ACADM	-22.368223774807	9.70179179670937e-14	9.29278467938494e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	216.0	0.0	0.0
FAM98B	22.5572983983721	6.07936012958745e-14	6.80415570978088e-12	up	0.0	246.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101060711	23.4808808854725	5.41866152039207e-15	3.74551502741253e-12	up	0.0	0.0	0.0	160.0	0.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF580	23.0651557874496	1.62982177121564e-14	4.83051585251027e-12	up	0.0	0.0	28.0	0.0	0.0	278.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101928273	22.7005296569629	4.20340395212944e-14	5.92632904110835e-12	up	0.0	0.0	0.0	72.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101928281	22.6366825668855	4.9569733194489e-14	6.32892609133669e-12	up	0.0	0.0	39.0	0.0	0.0	178.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC644090	-22.3309432970443	1.06642107883038e-13	9.95803028851916e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	187.0	0.0	0.0	85.0	0.0	0.0
KRT82	-22.4937196670066	7.04908060485763e-14	7.45850104231419e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	127.0	0.0
TUBBP6	22.8925020745298	2.55572382568133e-14	5.48925675474912e-12	up	0.0	0.0	131.0	0.0	129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SOCS5P4	-20.632102962832	6.58184537423425e-12	4.46951507334661e-10	down	0.0	0.0	0.0	0.0	0.0	0.0	200.0	49.0	0.0	0.0	0.0	0.0
GNAL	22.8886255132155	2.58303509394748e-14	5.48925675474912e-12	up	0.0	0.0	0.0	0.0	151.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101928730	22.9177555266427	2.36648619170685e-14	5.38346027535912e-12	up	0.0	0.0	0.0	61.0	0.0	322.0	0.0	0.0	0.0	0.0	0.0	0.0
GLYATL1P3	-8.55403640055558	4.19148150211151e-05	0.00249283568159893	down	0.0	0.0	0.0	0.0	0.0	1.0	456.0	63.0	0.0	31.0	28.0	0.0
FENDRR	23.4648970821403	5.68214532701275e-15	3.74551502741253e-12	up	0.0	0.0	274.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF345	23.0956306883391	5.20868895549294e-16	1.1849116287627e-12	up	1.0	83.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR3661	23.0946684953116	1.5088490175857e-14	4.76718031944463e-12	up	0.0	0.0	97.0	0.0	0.0	196.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421023	22.8823535326691	2.62412955471825e-14	5.48925675474912e-12	up	157.0	0.0	0.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0
TRPM2-AS	-22.2675721755682	1.25205052351934e-13	1.1314964432656e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	116.0	0.0	0.0	0.0
LRP1B	8.28599324266963	0.000149306280763057	0.00820913898370657	up	129.0	65.0	0.0	0.0	49.0	186.0	0.0	0.0	0.0	0.0	0.0	0.0
THBS2	8.67545540153506	7.43947193921568e-08	4.92330726624677e-06	up	93.0	214.0	0.0	71.0	113.0	216.0	1.0	0.0	0.0	0.0	0.0	0.0
LOC101928886	8.68474044706644	0.000140811009287467	0.00781286450616649	up	0.0	17.0	0.0	38.0	42.0	366.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101060120	22.660179853184	4.66567773405759e-14	6.20881638587307e-12	up	0.0	0.0	32.0	0.0	0.0	191.0	0.0	0.0	0.0	0.0	0.0	0.0
GSN-AS1	8.55167796795135	2.25256743693498e-05	0.00137105266838728	up	56.0	274.0	173.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
DOC2GP	-22.2160062756493	1.42221705007215e-13	1.24437154299341e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	178.0	0.0	0.0	0.0
LOC101928676	23.5226414302448	4.87349940237111e-15	3.695533984323e-12	up	0.0	0.0	0.0	135.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF135	9.52731408484856	1.07344321437613e-07	7.07811342696779e-06	up	0.0	44.0	183.0	94.0	97.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0
VEPH1	22.7799958168641	3.42339996629981e-14	5.87759018742360e-12	up	112.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC343508	-24.0523437326666	1.16669746416559e-15	1.89941413082515e-12	down	0.0	0.0	0.0	0.0	0.0	0.0	703.0	0.0	158.0	0.0	0.0	0.0
