GeneID	ACF001	ACF002	ACF004	ACF006	ALI001	ALI003	ALI006	ALI007
TPSD1	14.804057489981066	15.335824742707237	26.58884696115769	14.239916114709041	0.0	0.0	0.0	0.1805357062188309
SNX18P12	0.0	0.0	0.0	0.0	52.970443663307655	21.165319675505362	0.0	3.6124269868644623
AGGF1	4.76115777949667	0.581598143935005	3.235153285443588	6.784638776450283	0.0	0.0	0.04826337732348329	0.0
TPRG1	4.280885699421447	0.6898354876623621	6.616070629070009	3.806942833806425	0.0	0.0	0.04634147537299535	0.0
ATP5S	0.0	0.0	0.0	0.0	13.078920925907271	9.775839885967503	3.9753052673828373	18.126595242091646
RGS8	0.0	0.0	0.0	0.0	18.635683604742535	2.8369471333761123	2.394713269343452	0.0
GLYATL1P3	0.0	0.0	0.0	0.0	34.57907431241748	0.0	2.858043111559293	0.0
ZNF350	2.96847447722313	1.9109569791462973	7.526029353967157	3.620826625504587	0.0	0.0	0.0	0.0
C9orf40	0.0	0.0	0.0	0.03314312856424726	40.331164055614934	6.69835777403415	0.0	7.302960503174642
LOC343508	0.0	0.0	0.0	0.0	84.18937339693643	24.631048331245697	0.0	0.0
CRHBP	3.308242060545119	5.413380240660868	9.791798578255502	5.99524573960724	0.0	0.0	0.0	0.0
APOA1	0.0	0.0	0.0	0.0	12.795457819967822	53.345318578366346	139.88166906877356	3.797042420099796
FAM47E	0.0	0.0	0.0	0.0	60.91281106665939	4.139253296467888	0.0	3.700038797705541
TTC21A	0.0	0.0	0.0	0.0	0.07599169855286253	7.963168208356888	7.876242896861169	3.22864032073371
DYNC1LI1	0.0495578413907701	6.16055729891688	12.029488818339264	17.941167009034768	0.0	0.0	0.0	0.12328916039704504
ETV6	1.056726427945718	2.343912553615622	1.391818921743686	5.249552806152105	0.0	0.03514028381904979	0.0	0.0
NOD2	7.38746642206118	2.871959782133193	0.0	7.113025284173066	0.0	0.0	0.0	0.0
COQ3	7.697005607046141	5.315656608024765	14.23126345362446	3.3988266921846946	0.0	0.0	0.0	0.0
CLTCL1	1.7775159870007284	1.7815206593258148	4.647097267674136	2.4697120018309047	0.0	0.0	0.0	0.0276379639779947
CPA4	0.0	0.0	0.0	0.0	23.358410308549708	5.902008386081238	11.81959316925548	0.0
ACSL6	7.312848470493557	0.9931927098178069	0.17219712279798383	2.533182387346894	0.0	0.0	0.0	0.0
FLJ45513	0.0	0.0	0.0	0.0	32.79638870187505	0.0	0.0	7.791405264101258
THUMPD2	0.0	0.0	0.0	0.0	12.340873612856074	1.615434062371516	12.435403905804925	4.212756436799329
GALNT9	2.1730959768111786	6.44392944931726	6.151277847225145	1.85545898510899	0.0	0.0	0.0	0.0
FAM131A	26.913451870879655	0.0	0.0	17.13398724339852	0.0	0.0	0.0	0.0
SMIM6	0.0	0.0	0.0	0.0	75.69527260154477	0.0	13.839840969728067	0.0
GAL3ST4	0.0	0.0	0.0	0.0	34.88048881567946	10.605614351737408	9.253115504713113	0.0
RP11-677M14.7	3.925908117437733	2.0157818022920875	4.169365273138895	2.278875019402077	0.0	0.0	0.0	0.0
NPTX2	0.0	0.0	0.0	0.0	24.134646945021043	0.0	0.0	4.0395945617449796
ART1	0.0	0.0	0.0	0.0	60.49446370410891	9.82431088745916	9.206371235880377	0.0
ANKRD39	16.959354095140075	25.45295853620498	0.0	43.40921263702285	0.0	0.0	0.0	0.0
USHBP1	7.229124125605147	7.258372432059958	0.0	11.15624441330143	0.055729865105555	0.0	0.0	0.0
NAIF1	6.098735555825648	1.3165245109421666	7.359273268678284	5.215799882204598	0.0	0.0	0.0	0.0
UNC13A	1.625291078220953	0.9253770531786364	1.0796236224855196	0.616338923510297	0.0	0.021041307717685382	0.0	0.0
PCF11	3.6011717057049424	6.152311960571993	1.7724843865043869	7.18521583574095	0.02563785897101412	0.0	0.0	0.0
CD27-AS1	7.821418101324349	6.3622608246936005	0.08013770499079888	11.343530169768384	0.0	0.0	0.0	0.0
DPYSL5	0.0	0.0	0.0	0.014793199061600091	0.06207423254798044	4.48464633076293	2.4648789657791483	3.170725491155643
C16orf74	0.0	0.4294553306371901	0.21096384699136808	0.0	0.7201440475332519	31.872941794823305	35.139017161447654	61.365051545328335
CAND2	1.9186827686882997	4.400720051001548	6.9309341926188495	0.11746611876810195	0.0	0.0	0.0	0.0
SLC29A4	0.0	0.0	25.687530115016752	1.9191143969750923	0.0	0.0	0.0	0.0
NUPR1L	51.91216924244096	29.438017700964348	38.836334592640945	0.12842962318645812	0.0	0.0	0.0	0.0
SPATA5	1.920611373314523	1.4306174652681907	1.1169863236354172	0.27449643083704356	0.0	0.0	0.0	0.0
NLRP3	2.126998037005116	3.1126519837565017	2.712823884461793	1.3375183148079823	0.0	0.0	0.0	0.0
LOC102723892	0.0	0.17937250554055661	0.0	0.1792041253764532	125.5780491074089	0.0	54.15184607818539	43.794603524851745
SLC1A7	18.05457882497742	8.402974424191964	0.0	2.4139226077510405	0.0	0.0	0.0	0.0
ARMCX4	1.9038387639315364	2.201779459986636	1.6676543538578217	1.317889493462649	0.0	0.0	0.0	0.0
TRAF6	1.2686214258925377	0.9231388890056323	0.5196112406385074	1.6043695603145625	0.0	0.0	0.0	0.0
