AccID	log2FC	Pvalue	FDR
GRAMD4P3	1.34236361964991	1	1
FBXO40	8.80414384793531	0.00182652522910945	0.0695417000932277
LOC100421591	5.17184886145191	1	1
GRAMD4P7	-6.24561556053469	1	1
LOC100421593	5.55141371250987	1	1
GRAMD4P8	-7.19835904239722	1	1
GRAMD4P5	-2.38059613020255	1	1
MBIP	-2.62706549755325	0.153420661649421	0.970491004990551
BMF	0.566075193899561	0.603241092762558	0.999945521717091
TACC1P1	3.50264753652996	0.228695472350741	0.999945521717091
HTR1F	-0.876610551365838	1	1
FBXO38	-1.33909084441141	0.636554445047915	0.999945521717091
OR3A5P	5.27150602614729	1	1
HTR1D	-6.44759662401905	1	1
FBXO39	22.1840855689157	1	1
STYX	-0.430109132406213	0.718585120742908	0.999945521717091
HTR1A	6.54953340470422	0.0143598679195277	0.288817185490391
LOC100288175	4.67283087948431	1	1
HTR1B	6.45430199972872	1	1
FBXO34	-5.45214576127108	0.0701758780243786	1
RGMB-AS1	-6.91858918537601	0.0213577360186081	0.326355531320445
FBXO32	0.854235449535123	0.430809129428726	0.999945521717091
LOC100288172	2.32659632219635	1	1
BMX	0.661507372726741	0.791146233033192	0.999945521717091
FBXO33	-1.45397226005416	0.332455997739143	0.999945521717091
LOC100288170	-2.21512023133005	1	1
FBXO30	-2.16079074235161	0.301634897162559	0.999945521717091
FAM90A1	-6.7488954511361	1	1
FBXO31	0.799855904027406	0.355764139715978	0.999945521717091
LOC642461	5.62711313984028	0.0615486595184122	1
AGAP1-IT1	0.0332305735648071	1	1
LOC284933	5.49489276689272	1	1
RP5-988G17.1	4.94185651576648	1	1
LRRC37BP1	1.41300552091062	1	1
HTR2B	5.51891248367362	1	1
PPWD1	0.305852037915549	0.906044770732142	0.999945521717091
HTR2C	-0.172343011156606	1	1
LOC102724973	-21.9902521123388	1	1
LOC102724972	-4.12460714963791	1	1
HTR2A	1.65612039080005	0.569227784363319	0.999945521717091
LOC642496	-0.116046019147052	0.966288080937188	0.999945521717091
LOC102724975	5.13873769133848	1	1
LOC100288102	-2.11401726133788	0.466095805278369	0.999945521717091
LOC102724974	5.32521644191473	1	1
BOC	-1.17214754762646	0.539043089440128	0.999945521717091
SPDL1	1.61504206622949	0.41615985377031	0.999945521717091
MBL2	-0.250937903240459	1	1
BOK	1.43918325020171	0.0370576579092131	0.3856796384836
SLC36A1	1.44916017556827	0.616322977778139	0.999945521717091
SLC36A3	1.25825337825526	0.655222461093578	0.999945521717091
SLC36A2	3.08317577240211	1	1
HTR3E	2.7626195675103	0.259044772135418	0.999945521717091
VPS13C	0.394897484074234	0.59201133865819	0.999945521717091
VPS13D	0.325286614417839	0.838555248530066	0.999945521717091
DHPS	-0.412279097750403	0.584932520087397	0.999945521717091
VPS13A	0.994516063850588	0.0561032161771466	0.475779324887181
HTR3C	-2.97169867878746	1	1
HTR3D	-2.79119366555798	0.321135001014925	0.999945521717091
VPS13B	0.139471102047403	0.934986747349904	0.999945521717091
LOC100421541	-5.60502427999256	1	1
HTR3A	1.6228615055947	0.573792158431519	0.999945521717091
HTR3B	-5.13789604584803	0.0203750333761966	0.319265518113781
RABGGTA	-0.0101047162058479	0.987769458670682	0.999945521717091
CD24P4	-1.6792527315581	0.282306457282697	0.999945521717091
CD24P1	4.17636896551797	1	1
CD24P2	7.10215739768775	0.0181289562639104	0.312137062485247
LOC100288115	-3.38409562269323	1	1
LOC642487	-4.36978409859476	1	1
C1D	-1.46689749998069	0.497336252018172	0.999945521717091
LOC257396	6.63759203494411	0.027262985779151	0.346322928469644
BPI	-1.28238931612536	0.569977983303239	0.999945521717091
CYP51A1P1	-6.6228641312975	0.0276122077701771	0.346322928469644
C1S	0.555196210916554	0.519210811840241	0.999945521717091
C1R	0.540316866075163	0.469823743489692	0.999945521717091
LOC100421552	-6.58721045387529	1	1
KCNQ5-IT1	-5.22321683212337	1	1
IL2RG	-0.211522593408459	0.741721698740314	0.999945521717091
CYP51A1P2	2.49680179716946	1	1
LOC100421558	-4.36978409859476	1	1
LOC100288129	-5.22365436120245	1	1
CYP1D1P	7.37569595091438	0.00886487462727773	0.204966220788997
LOC100288125	4.84824832042944	0.107789403663129	1
LOC100288123	21.2319570307093	1	1
LOC727884	6.69700464272474	1	1
SLC36A4	0.260695833959994	0.885650068770989	0.999945521717091
RP5-1043L13.1	-4.51661783056094	1	1
OR7E53P	-2.95324310830602	0.332385121021591	1
GPKOW	-0.243458454065453	0.839905741678203	0.999945521717091
TRDJ1	-1.8975195895968	0.506561224223134	0.999945521717091
HTR5A	-7.93434842207941	0.00391978642744828	0.116182725070246
BRE	-7.09468027714201	0.00427191394761941	0.122239877252713
IL2RA	1.57373326195396	0.447575530686909	0.999945521717091
ANKRD62P1-PARP4P3	-4.36978409859476	1	1
LOC100421561	4.43792554657491	1	1
IL2RB	-0.279267422171399	0.832792977168313	0.999945521717091
LOC727896	-0.797645371990158	1	1
LGALSL	0.892226250220012	0.52320172207656	0.999945521717091
OR2AH1P	-5.15990546022053	1	1
PEX26	-0.503013793405357	0.432000335778022	0.999945521717091
LOC102724935	6.00600829056067	0.0221033905012809	0.330262400437447
LGALS4	0.292136191436117	0.717104048697488	0.999945521717091
C4B	-1.26155159498169	0.346114885582645	0.999945521717091
C4A	1.87655751510924	0.307877892847564	0.999945521717091
LGALS3	0.199031841900908	0.805301265195378	0.999945521717091
LGALS2	0.18300817434291	0.858192106049269	0.999945521717091
IL36A	1.97062024947033	0.483784391290031	0.999945521717091
LGALS1	-0.103846602842532	0.830715476146801	0.999945521717091
HMGN2P46	22.2269530142234	1	1
MCIDAS	-4.64505936077272	1	1
IL36B	-0.987016045682053	0.733616512647034	0.999945521717091
HMGN2P45	-6.24812454801272	0.0377640084191037	0.386568511720554
LOC102724930	-0.50772618793725	0.747621695907485	0.999945521717091
LOC102724933	-6.46249575066962	1	1
HMGN2P43	5.63522532793841	1	1
LOC102724932	5.55906889739435	1	1
BSG	0.103563973669629	0.814620848785614	0.999945521717091
HMGN2P42	-4.40688054654258	1	1
LOC100506985	6.95729903054057	0.0193445703842232	0.316870775743217
HMGN2P41	0.890666402003177	0.419139193717399	0.999945521717091
AC002480.3	5.19725571526814	1	1
LGALS9	-0.313284923988556	0.489408711926812	0.999945521717091
LGALS8	-4.29260047677803	1	1
BSN	0.549906512872595	0.801959975929427	0.999945521717091
LOC102724939	6.11521597667192	0.0420525583391454	0.404500269140648
INHBA-AS1	1.80249692915931	0.462099465502348	0.999945521717091
BSX	-7.95911107762292	0.00502986536429564	0.137859216513278
LOC102724946	4.73906388868998	1	1
BTC	-4.67360111026163	1	1
BTD	-3.61637559843705	0.10353065305429	0.75305929453838
CFDP1	-0.698191854366301	0.44669003004784	0.999945521717091
LOC102724942	5.1427974027891	1	1
CRISPLD1	1.90308186159517	0.441826450240299	0.999945521717091
CRISPLD2	-2.6946802956683	0.0608493566143323	0.501024853715405
SUB1	1.14167125926514	0.141674739169568	0.92446704128611
LOC102724944	-4.94465021434579	1	1
LOC102724943	2.51674755549674	1	1
LOC100506974	-5.90166547970063	1	1
BTK	0.28762544319705	0.821025951494208	0.999945521717091
LOC727874	4.55803942154954	1	1
DHX8	-1.31674935078293	0.179104257868133	0.999945521717091
DHX9	0.716397787655115	0.52542665760265	0.999945521717091
LOC727838	7.30431805014034	0.00969071834057201	0.217461631418089
LOC102724950	3.55701360349037	1	1
NKAIN2	-1.07429438528416	0.67588316281785	0.999945521717091
LOC102724957	3.002228903286	0.27449991567538	0.999945521717091
NKAIN1	7.23480918537906	0.0160718870948458	0.301779101023219
LOC390282	3.44505738107747	0.256067823212576	1
NKAIN4	-5.48875556870481	1	1
LOC100288203	-0.464070874433637	0.782020678932515	0.999945521717091
RACGAP1	0.112188883931493	0.930554112466618	0.999945521717091
LOC102724952	0.466183578602861	1	1
LOC102724955	-6.59607906663954	0.0282500447531406	0.348797337451402
OR5G4P	5.16447254411726	1	1
SLC10A4	-6.58161300460096	1	1
BBS2	-0.677434520933163	0.650579551094646	0.999945521717091
BBS1	0.534217823920342	0.815521686876264	0.999945521717091
XBP1	-0.400477006913533	0.467816305606948	0.999945521717091
SLC10A7	6.00373024864073	0.0249565889566302	0.341481457652161
HSD17B1P1	-0.512192885981526	0.844695892989445	0.999945521717091
SLC10A1	3.93504961175684	1	1
SPDYC	23.0663882203932	1	1
RP11-173B14.5	0.48935886139218	1	1
SLC10A2	-0.174429120698709	1	1
SLC10A3	0.598984842385375	0.644916388172053	0.999945521717091
SUCO	0.26480626370931	0.798581742582984	0.999945521717091
LOC102724967	0.571983409636596	0.789960476781184	0.999945521717091
PEX5L	2.14425159998404	1	1
LOC100506990	5.3103389143218	0.0776121884045075	0.602587123196942
LOC102724969	5.30931376771438	1	1
MC1R	1.09188849655924	0.665295923594949	0.999945521717091
LOC102724964	-21.6698887246682	1	1
LOC102724963	4.82904709585997	1	1
LOC102724965	22.1677733994956	1	1
LOC390298	22.6931435904673	1	1
SPDYA	1.86928826653854	1	1
LOC101805491	-4.13746568034553	0.171027552327773	1
LOC100506999	21.4245232140114	1	1
LOC101927803	1.98039539868796	0.495180351372792	0.999945521717091
LOC101927800	-6.59764880982678	1	1
LOC101927801	-0.756292510149577	1	1
OR3A4P	5.37676112235967	1	1
C8B	-1.69807627317075	0.549903867059703	0.999945521717091
C8A	5.46657779947695	0.0694130487512541	1
C8G	3.33862001594777	0.111046795830736	0.793459221564022
SUFU	-1.20715598019889	1	1
BBS9	2.04223482749616	0.482234893373655	0.999945521717091
BBS7	0.888873009822632	0.59693579522883	0.999945521717091
BBS5	-0.00407852824259272	0.998637644264084	0.999945521717091
LOC400043	1.92776690952087	0.497535691626576	0.999945521717091
BBS4	0.0759694629200769	0.970108986203545	0.999945521717091
LOC101927809	22.8656105775042	2.74213999689229e-14	5.49200652472748e-12
ZHX2	0.275371707492318	0.876100858731981	0.999945521717091
PCYT1B	0.372936853543533	1	1
PCYT1A	-2.05978277685964	0.173093995291338	0.999945521717091
ZHX3	-0.472635544259541	0.806161065251637	0.999945521717091
LOC101927811	0.76705138970419	0.789369944810363	0.999945521717091
CACYBP	0.371792630536233	0.691893532067547	0.999945521717091
ZHX1	0.647735108753678	0.622586230222105	0.999945521717091
RNF144A	0.077811399987957	0.967764949686053	0.999945521717091
LOC102724903	4.88655912866442	1	1
LOC102724900	4.89289118720577	1	1
TAX1BP1	0.464746169988566	0.636014921073977	0.999945521717091
LOC102724905	5.6142141247643	1	1
LOC102724908	-2.71698232163529	0.348609857485502	0.999945521717091
LOC102724907	-0.457660475019892	1	1
LOC101927820	6.70999646496014	0.0256192302458516	0.341481457652161
LOC101927823	-5.98233468972838	1	1
LOC102724913	-3.90526254858678	1	1
PSMC6P3	-0.452233467405415	0.876214397762579	0.999945521717091
LOC102724915	-6.26800378868647	1	1
LOC102724911	4.14791054493088	1	1
LOC101927826	5.79719544692723	1	1
LOC727803	4.95501113953163	1	1
RP11-252C15.1	5.74480880048871	1	1
LOC102724916	-0.50139332587784	1	1
LOC102724919	3.94020811062899	0.192679858116789	1
LOC102724918	5.46170217060986	1	1
LOC101927831	-6.17541463930701	1	1
PEX16	0.257858947256265	0.77920634950014	0.999945521717091
PEX19	-0.417371190165266	0.725760628155539	0.999945521717091
LOC101927835	4.45776877783329	1	1
LOC101927834	-2.80619308033809	1	1
PEX10	0.349577615376912	0.543218001450849	0.999945521717091
PEX12	8.29080737680666	3.86674188374628e-05	0.00230724050958356
PEX13	-1.10199272383645	0.50374860541123	0.999945521717091
PEX14	-0.304743795629098	0.775536235652608	0.999945521717091
PSMC6P2	-7.01334192736828	0.0196344898890954	0.318235107763617
PSMC6P1	-5.87806447143791	0.0406716111576077	0.397093697133746
LOC102724924	3.57101594673235	1	1
LOC102724923	3.33778775454859	1	1
LOC102724926	6.88783382136917	0.0219420242594229	0.329361748097989
LOC102724922	-4.99918796304988	1	1
LOC102724921	-0.545961111305292	1	1
LOC101927839	22.0187542528788	1	1
LOC101927838	-6.08365708680103	0.0431391011466652	0.408262351413499
LOC102724927	-1.48854025560116	1	1
LOC102724929	-4.81558809936034	1	1
LOC101927844	22.9187656704374	1	1
INPPL1	0.43804481476566	0.557790400173	0.999945521717091
RBM22P2	-1.05317671097145	1	1
IGF1R	-1.05425619272795	1	1
PPIP5K1	-0.629160540232205	0.733780279153053	0.999945521717091
PPIP5K2	0.228405808848284	0.878723702488857	0.999945521717091
ENPP2	1.06862753329101	0.520959373311259	0.999945521717091
ENPP1	-3.45670622580233	1	1
LOC101927848	-0.77068806363317	0.757560751423685	0.999945521717091
ENPP4	1.02950759720042	0.56919275096885	0.999945521717091
ENPP3	3.07373599947877	0.219433478141134	0.999945521717091
ENPP6	1.86019721525146	1	1
ENPP5	-6.81834007083303	0.0211512335622552	0.325110894931996
MIR6124	-6.57825215655751	1	1
ENPP7	22.3460520320879	1	1
LOC101927853	22.055952868684	1	1
LOC101927854	3.53120738431368	1	1
LOC101927857	4.43792554657491	1	1
CPSF1P1	2.67089092040433	1	1
LOC101927858	6.72601075240215	0.0252675010136247	0.341481457652161
LOC101927855	-5.19388176352624	1	1
LOC101927850	3.15516807013716	0.277174032016804	0.999945521717091
DHDDS	-0.889679093884159	0.644806830909608	0.999945521717091
LOC101927859	1.85136075182997	0.461450645254484	0.999945521717091
RBMS2P1	8.3602298960874	0.00166165605849952	0.0648937309198128
LOC101927866	-0.0139345939711945	0.996160905226443	0.999945521717091
HTRA3	0.754935752893766	0.471891214224267	0.999945521717091
HTRA4	-0.0671294942539213	1	1
HTRA1	0.784821113651959	0.510909163597445	0.999945521717091
HTRA2	0.355993089392193	0.763538564999592	0.999945521717091
DAPP1	-0.263958368460531	0.883265788213347	0.999945521717091
RNU7-3P	-4.33150384237046	0.151499579094101	1
LOC101927861	-5.5481292694076	0.0653351974921176	1
AP000472.2	5.17801229487152	1	1
LOC101927875	2.43962653649088	0.337785425027443	0.999945521717091
HULC	-1.31004050782332	1	1
CHCHD10	0.414574995841106	0.456825513954656	0.999945521717091
LOC101927871	-3.52582374846784	1	1
LOC101927872	4.81469621189433	1	1
IGF2R	2.58750764210516	0.371199201141579	0.999945521717091
BSPRY	-0.972420568215931	0.548287379499203	0.999945521717091
LOC101927870	-1.75292592232253	0.496735127476138	0.999945521717091
RBM22P5	22.084805852289	1	1
RBM22P4	-0.246646731479466	1	1
LOC101927886	2.20169094910835	1	1
LOC101927888	4.98805605584757	1	1
LOC101927882	1.09870194287157	1	1
LOC101927880	0.406691258748626	0.888082020825191	0.999945521717091
LOC101927881	20.8218817600501	1	1
CA1	-0.474549679332381	0.649161668662099	0.999945521717091
CA3	6.24919637694133	0.0377245818368051	0.386568511720554
ZIC2	-0.519509397747282	0.761027021976371	0.999945521717091
CA2	0.0323023858473659	0.968372468037782	0.999945521717091
ZIC3	-4.80341005131671	0.0991475049775605	0.729727624180482
ZIC1	3.63857580192438	1	1
CA4	0.314420987050855	0.696887596297677	0.999945521717091
CA7	1.0054551749636	0.469235754338894	0.999945521717091
MIR103A2	-5.48875556870481	1	1
CA6	-4.3782962631217	1	1
CA9	1.91539811836569	1	1
CA8	0.397861216198239	0.889645217610159	0.999945521717091
TMEM189-UBE2V1	-0.292422616059072	0.580379705807191	0.999945521717091
MIR6165	5.88370725038688	1	1
SUN3	5.09357171808726	1	1
LOC101927897	-0.22994544391465	1	1
SUN2	-0.104702320880847	0.82421672757367	0.999945521717091
LOC101927898	-21.1114878945651	1	1
LOC101927895	-1.15151043357738	1	1
SUN1	2.02725539879029	0.249955743386184	0.999945521717091
ATP6AP1	0.913734799112768	0.412680846066833	0.999945521717091
CAD	-0.863118441444024	0.307698745103651	0.999945521717091
ATP6AP2	0.33522679706811	0.750915168775672	0.999945521717091
HUNK	2.13763336970618	0.281525877004426	0.999945521717091
LOC101927890	-6.12127550257726	0.0418555685793287	0.403218146389695
LOC101927894	4.53056530505065	1	1
SUN5	-1.46591774944441	0.612666438904853	0.999945521717091
CAT	-1.45162330878074	0.161665578493173	0.99705465341988
LOC100132268	4.57455420599589	1	1
SHANK3	0.215579338906626	0.902158970451863	0.999945521717091
SHANK2	1.81906638892175	0.430005199282535	0.999945521717091
SHANK1	1.77693393261808	0.397852964396973	0.999945521717091
DAPL1	-21.8971700274988	3.17306742027747e-13	2.48907991300128e-11
FLJ44087	5.54927938533924	1	1
CBL	-1.61399091910711	0.200561237289723	0.999945521717091
SV2B	0.837960889037657	0.575151472872339	0.999945521717091
SV2A	0.772555591876924	0.786972169149646	0.999945521717091
TBX22	6.52979311246464	0.0172550351533087	0.305434508050549
CBS	-3.12243458285496	0.266595546665685	1
TBX21	-1.23880079546925	0.368967871631752	0.999945521717091
TBX20	6.89137283130469	0.0218737789170599	0.329361748097989
CLVS2	-0.594147905383118	0.728469425144776	0.999945521717091
CLVS1	-1.98307648009494	0.359273774166128	0.999945521717091
LOC100132280	5.90938986574051	1	1
ZIC4	-1.2645114116743	0.626936349943151	0.999945521717091
ZIC5	7.95313551154671	0.00396244561158011	0.116876090251453
SUOX	0.211509406623309	0.89290160850022	0.999945521717091
TBX19	1.50943768294763	0.601874400934511	0.999945521717091
CD2	0.479080188348584	0.616065899290022	0.999945521717091
TBX15	-0.502601899918364	1	1
CD4	-1.36219973802092	0.146804382409378	0.947408849456835
CCS	0.490783773264867	0.327823009197386	0.999945521717091
RPS16P10	-1.15169267224021	0.492983598675278	0.999945521717091
CD6	-1.35090259046776	0.594314305868328	0.999945521717091
LOC390251	0.9660094604776	0.738424740838296	0.999945521717091
CD5	1.30322874389628	0.475869269397542	0.999945521717091
TBX10	1.63801108454133	0.453906146655581	0.999945521717091
CD7	-0.462342769231678	0.578047470216568	0.999945521717091
LOC390255	-21.5532220683708	1	1
CD9	0.944585474574597	0.135106027334056	0.900503579500492
MIR6132	-3.4954063127059	1	1
MNX1-AS1	-6.44619338909241	1	1
CDA	-0.20279247316734	0.892063130813127	0.999945521717091
RPL36AP15	-2.2699950315154	1	1
CLEC10A	3.42395245192503	0.0627670562669683	0.513161570980483
AC004053.1	1.06013732263988	0.674453563282908	0.999945521717091
SCN11A	0.0687413789385528	0.973817631448159	0.999945521717091
RPL36AP25	5.17184886145191	1	1
SSTR5-AS1	-0.291396090504971	0.919645469561703	0.999945521717091
RP4-760C5.5	7.29637359406694	0.0105815931021377	0.230797244219877
CLEC11A	0.228684963010245	0.894863237596778	0.999945521717091
HUS1	1.83850315988751	0.0981303221522505	0.725669944270137
FLJ34503	-6.46249575066962	1	1
CEL	1.84057349378804	1	1
NUP93	-0.784587137996935	0.549358825922243	0.999945521717091
BCAN	-1.56942731911641	0.390030975689088	0.999945521717091
SCN10A	1.14961836590621	0.686790687396958	0.999945521717091
BCAM	0.269886346190388	0.765906959477175	0.999945521717091
HECW2	-2.264159520779	0.315650824069497	0.999945521717091
HECW1	6.21299424522705	0.038854785144514	0.389811595835177
SRFBP1	-5.24036848136732	1	1
NUP98	-0.679717186694071	0.505083822341794	0.999945521717091
RPL36AP31	4.77475536589448	1	1
LOC100132223	-0.656179106622963	1	1
CFB	2.24253278302674	0.0187772532108704	0.313991542545252
RPL36AP30	-5.89362796054907	1	1
CFD	0.252580903035155	0.685239458081814	0.999945521717091
CFH	-1.45890452978833	0.136812523166639	0.905400403312607
CFI	-4.68278697082853	0.120557163267934	1
LOC642502	-3.8660300640244	0.201451730719478	1
CFP	0.276810427912327	0.808499000575785	0.999945521717091
RRP7A	0.0477214282217224	0.91628691293924	0.999945521717091
LOC100132239	21.3146906596772	1	1
RRP7B	2.07598768943102	0.1514851463319	0.964617976939903
NUP85	1.25677754642692	0.048168408979256	0.435332899923089
NUP88	0.580913937663846	0.566697663154201	0.999945521717091
C3orf18	1.33787398562559	0.644341452091083	0.999945521717091
LOC100421409	4.14791054493088	1	1
C3orf17	0.499802172473051	0.583053974697711	0.999945521717091
MCAM	1.10549698298938	0.614152547903601	0.999945521717091
LOC100421401	1.7705462005074	0.319566924834029	0.999945521717091
LOC100421400	22.4449189323536	1	1
CGN	0.535603377714237	0.430950388186038	0.999945521717091
C3orf14	-1.54849431178328	0.603837391453686	1
LOC100421402	-0.20403506939761	1	1
MCAT	-0.33124512260695	0.794773455441413	0.999945521717091
LOC100421404	2.35289597100741	1	1
LOC100132249	2.39748929987389	0.284509087080723	0.999945521717091
MOCS2	0.322765266633123	0.821464121394025	0.999945521717091
MOCS3	0.727708206722671	0.749463676273022	0.999945521717091
TMEM110-MUSTN1	-0.881109807321261	0.734572260636913	0.999945521717091
STON1	-1.31480759277542	0.649751562084033	0.999945521717091
CHM	-3.17770784197343	0.200930106896435	0.999945521717091
STON2	0.269490773421922	0.830488872282342	0.999945521717091
MCEE	4.10241780295443	0.135231401877842	0.900503579500492
FGD5-AS1	-0.042503032760987	0.972552543709846	0.999945521717091
RRP12	0.894977659277995	0.0708614802710267	0.563886348689294
CIC	-0.523262021621471	0.598917907266432	0.999945521717091
RP11-397C12.1	3.62401052201889	1	1
RRP15	-4.34647986168088	0.00325525244188324	0.101966160395582
ZIK1	-1.06176224626446	0.609923781799877	0.999945521717091
EDARADD	-0.0531043252976683	0.981575641623765	0.999945521717091
LOC642513	4.36772460608206	1	1
CIT	0.0694908169868616	0.972364959837661	0.999945521717091
SLC9B1P3	-3.81523682745629	0.207561728639739	1
SLC9B1P2	0.499526352789674	0.747927891340565	0.999945521717091
SLC9B1P5	-0.241261983731307	0.933827187848103	0.999945521717091
SLC9B1P4	2.86664073238318	0.346942450905454	1
PLIN4	-1.01621052750948	0.647139646742299	0.999945521717091
PLIN3	-0.469277455964513	0.438902664575191	0.999945521717091
PLIN2	-0.656358351906528	0.488196430311093	0.999945521717091
PLIN1	-2.01310949046654	0.470408952209255	0.999945521717091
RCCD1	0.794637064469907	0.664523551802764	0.999945521717091
MOCS1	-0.441707944462202	0.801210179378905	0.999945521717091
PLIN5	-1.52647755854465	0.458863897512191	0.999945521717091
TRBV12-1	-4.92442022329997	1	1
DCAF12L2	4.53946565468566	1	1
