GeneID	GeneType	HAPI-19b-1	HAPI-19b-2	HAPI-19b-3	HAPI-NC-1	HAPI-NC-2	HAPI-NC-3
LOC102555670	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100362683	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abcc3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690929	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Chid1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553016	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abcc4	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690928	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abcc1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690927	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553018	lncRNA	0.0	0.0	0.0	2.541527698473642	0.0	1.9880956016327196
LOC102555677	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553017	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690926	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abcc2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690925	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689947	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555675	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690924	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abcc8	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555676	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689946	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553011	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689949	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abcc5	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690923	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553014	mRNA	7.093478023638987	0.0	0.0	0.0	1.8947270262225977	1.682046401873988
LOC103690922	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abcc6	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553013	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689948	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689943	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1564031	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689942	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689945	mRNA	13.464980042714108	16.429239147469133	15.372772307256758	26.374119838791028	29.879514708077128	33.402580156761054
Abcc9	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689944	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689941	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689940	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360039	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690943	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690942	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360034	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690941	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690940	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360036	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100362697	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360030	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ankra2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100362694	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abo	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100362693	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abr	mRNA	9.475474653826621	10.33305560240422	7.910671203021732	24.414971820253886	44.29211769298476	26.962550096418077
Wdhd1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555647	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690939	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690938	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555644	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Chic2	mRNA	503.46716861224564	251.9375099714371	257.9762348823091	348.84252813680257	339.40259022066897	352.47011053462666
LOC100362690	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690937	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Chic1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555645	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690936	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
T	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689958	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Olr798-ps	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690935	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689957	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690934	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555640	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690933	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC367871	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689954	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rrs1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689956	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
RGD1564021	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689955	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555648	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689952	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689951	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Plk5	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Nfe2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ace	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Plk3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Plk4	mRNA	0.0	0.0	0.0	0.0	1.7689202015438337	0.0
Acd	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Plk1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Plk2	mRNA	0.0	0.0	0.0	0.0	0.0	1.9723056726666834
LOC100360049	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690954	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690953	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Cyb561a3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Bmpr1a	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Olr328-ps	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690952	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Bmpr1b	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690951	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360047	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690950	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC367856	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ell2	mRNA	2.7395501332674708	0.0	3.5577640166741014	4.982723982453437	5.854053156880854	6.496179207237471
LOC367858	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360042	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ell3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Grpr	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555657	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abca1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abca2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Acr	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690949	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555655	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690948	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555656	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abca5	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690947	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555653	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abca6	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690946	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689968	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555654	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abca3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690945	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690944	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abca4	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abca9	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689965	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689964	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abca7	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689967	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Abca8	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689966	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689961	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689960	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689963	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555659	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ada	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689962	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689970	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Glcci1	mRNA	2.349063684826614	1.8630301569958374	2.614844620737811	25.635017552467417	15.058907131739796	6.684282275636272
Pllp	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690965	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553041	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rrp12	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Adk	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690964	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690963	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553043	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC367887	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360057	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690962	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Adm	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690961	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC367889	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ado	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690960	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360052	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rrp15	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360053	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553048	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690959	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690958	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC367892	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553045	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689979	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690957	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553044	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690956	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC365231	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690955	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC365232	ncRNA	36.66393478800037	11.63119018447815	23.12692195434647	44.45651251053831	47.0075624277861	59.118952339830756
LOC102553046	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689976	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689975	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689978	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689977	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689971	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689974	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689973	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC365219	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689981	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689980	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Nup85	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690976	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553052	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690975	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690974	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC367876	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Nup88	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690973	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Aen	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690972	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690971	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC367877	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690970	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Aes	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC365218	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553059	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360060	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC304239	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0
Diras3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Clul1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360061	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690969	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Diras1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690968	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC367880	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Diras2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553055	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690967	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553058	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690966	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC367882	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553057	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Irak1bp1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689986	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689989	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689988	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Olr762-ps	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689983	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC64038	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689982	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689985	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689990	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Nup93	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689992	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Lmbr1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690987	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ep300	mRNA	13.68443751774156	6.413169469157594	9.462763117783068	12.067590696165128	18.60842923032267	12.979730852301046
Gemin6	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690986	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Gemin7	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Afm	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360078	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Gemin4	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690985	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Nup98	mRNA	0.0	2.0426963533852107	0.31855711283594734	1.0410073208236053	2.751858718663436	0.8143220618999424
LOC102553021	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Afp	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360079	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rrp36	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Gemin5	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690984	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553020	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690983	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690982	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690981	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Gemin8	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690980	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360076	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Tbccd1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553026	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360070	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555688	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555689	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC100360072	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC365251	ncRNA	17.679263828099625	2.80426638732584	9.183792320512337	4.287365325601945	0.0	3.353767165921862
Nfib	mRNA	55.73043291878917	32.759641039509276	22.86815810831404	38.160235576490294	44.833317745582676	46.01971733445837
LOC102553022	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690979	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Nfia	mRNA	2.847209172118071	2.258106744910427	5.282253262521925	44.88064038570063	27.378477721472553	35.10762593807577
LOC102555687	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555684	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Acvrl1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690978	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Nfic	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555685	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690977	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Rrp1b	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Aga	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689999	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689994	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689993	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689996	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103689995	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690990	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ankrd9	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Tgif2-ps1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Tex19.2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Agk	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Tex19.1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Agl	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553030	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690998	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Elp2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690997	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ankrd2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC367895	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555694	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ankrd1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553032	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690996	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690995	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102553031	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690994	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
Elp6	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Ankrd7	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
Elp5	mRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC102555690	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
LOC103690993	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0
